	gene_human	entrez_id_human	gene_mouse	MGI	MP_HMD	MP_PhenoGeno	HP_genes_to_phenotype	MP_system_level	HP_system_level	MP_from_HP_system_level
2954	CEACAM6	4680	Psg18	MGI:1347251			HP:0032261,HP:0002570,HP:0032342,HP:0001392,HP:0001394,HP:0002783,HP:0002726,HP:0002724,HP:0002024,HP:0002020,HP:0002035,HP:0002099,HP:0100582,HP:0002110,HP:0002107,HP:0002105,HP:0002205,HP:0000739,HP:0000716,HP:0000787,HP:0004401,HP:0012873,HP:0045082,HP:0003251,HP:0000939,HP:0000938,HP:0012236,HP:0000246,HP:0001508,HP:0002842,HP:0006536,HP:0002910,HP:0000365,HP:0005376,HP:0001738	['']	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0040127', 'HP:0000707', 'HP:0011024', 'HP:0002715', 'HP:0000924', 'HP:0001732', 'HP:0000708', 'HP:0002086', 'HP:0000078', 'HP:0001392', 'HP:0001939']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0010771', 'MP:0005379'], ['MP:0003631'], ['MP:0005381'], ['MP:0005387'], ['MP:0005390'], ['MP:0005379'], ['MP:0005386'], ['MP:0005388'], ['MP:0005389'], ['MP:0005370'], ['MP:0005376']]
2955	CEACAM7	1087	Ceacam11	MGI:1914246		MP:0010123		['MP:0005390']	['']	[['']]
2956	CEACAM7	1087	Ceacam12	MGI:1914565				['']	['']	[['']]
2957	CEACAM7	1087	Ceacam13	MGI:1917035				['']	['']	[['']]
2958	CEACAM7	1087	Ceacam23	MGI:3647191		MP:0001556		['MP:0005376']	['']	[['']]
2959	CEACAM7	1087	Ceacam3	MGI:3646296		MP:0010088,MP:0005567,MP:0008806		['MP:0005376']	['']	[['']]
2960	CEACAM7	1087	Ceacam5	MGI:1920500		MP:0000218,MP:0002599,MP:0005642		['MP:0005397', 'MP:0005387']	['']	[['']]
2961	CEACAM7	1087	Psg17	MGI:1347250				['']	['']	[['']]
2962	CEACAM7	1087	Psg19	MGI:1347252				['']	['']	[['']]
2963	CEACAM7	1087	Psg20	MGI:1891352		MP:0005179,MP:0011110		['MP:0005376']	['']	[['']]
2964	CEACAM7	1087	Psg21	MGI:1891353				['']	['']	[['']]
2965	CEACAM7	1087	Psg22	MGI:1891354		MP:0013279		['MP:0005376']	['']	[['']]
2966	CEACAM7	1087	Psg23	MGI:1891355		MP:0002169		[]	['']	[['']]
2967	CEACAM7	1087	Psg25	MGI:1891357		MP:0003020,MP:0005565,MP:0005553		['MP:0005376']	['']	[['']]
2968	CEACAM7	1087	Psg26	MGI:1891358		MP:0002075		['MP:0010771']	['']	[['']]
2969	CEACAM7	1087	Psg27	MGI:1891359		MP:0002079		['MP:0005376']	['']	[['']]
2970	CEACAM7	1087	Psg28	MGI:1891360				['']	['']	[['']]
2971	CEACAM7	1087	Psg29	MGI:1891361				['']	['']	[['']]
2972	CEACAM8	1088	Ceacam11	MGI:1914246		MP:0010123		['MP:0005390']	['']	[['']]
2973	CEACAM8	1088	Ceacam12	MGI:1914565				['']	['']	[['']]
2974	CEACAM8	1088	Ceacam13	MGI:1917035				['']	['']	[['']]
2975	CEACAM8	1088	Ceacam23	MGI:3647191		MP:0001556		['MP:0005376']	['']	[['']]
2976	CEACAM8	1088	Ceacam3	MGI:3646296		MP:0010088,MP:0005567,MP:0008806		['MP:0005376']	['']	[['']]
2977	CEACAM8	1088	Ceacam5	MGI:1920500		MP:0000218,MP:0002599,MP:0005642		['MP:0005397', 'MP:0005387']	['']	[['']]
2978	CEACAM8	1088	Psg17	MGI:1347250				['']	['']	[['']]
2979	CEACAM8	1088	Psg19	MGI:1347252				['']	['']	[['']]
2980	CEACAM8	1088	Psg20	MGI:1891352		MP:0005179,MP:0011110		['MP:0005376']	['']	[['']]
2981	CEACAM8	1088	Psg21	MGI:1891353				['']	['']	[['']]
2982	CEACAM8	1088	Psg22	MGI:1891354		MP:0013279		['MP:0005376']	['']	[['']]
2983	CEACAM8	1088	Psg23	MGI:1891355		MP:0002169		[]	['']	[['']]
2984	CEACAM8	1088	Psg25	MGI:1891357		MP:0003020,MP:0005565,MP:0005553		['MP:0005376']	['']	[['']]
2985	CEACAM8	1088	Psg26	MGI:1891358		MP:0002075		['MP:0010771']	['']	[['']]
2986	CEACAM8	1088	Psg27	MGI:1891359		MP:0002079		['MP:0005376']	['']	[['']]
2987	CEACAM8	1088	Psg28	MGI:1891360				['']	['']	[['']]
2988	CEACAM8	1088	Psg29	MGI:1891361				['']	['']	[['']]
2989	CEBPA	1050	Cebpa	MGI:99480		MP:0000222,MP:0011939,MP:0004780,MP:0003135,MP:0002026,MP:0001545,MP:0001783,MP:0000208,MP:0000334,MP:0002628,MP:0000606,MP:0001954,MP:0011086,MP:0008246,MP:0000609,MP:0004001,MP:0005336,MP:0008991,MP:0003383,MP:0002078,MP:0010903,MP:0000607,MP:0008489,MP:0005560,MP:0002083,MP:0001262,MP:0000240,MP:0001780,MP:0002941,MP:0002123,MP:0002276,MP:0000005,MP:0009355,MP:0003326,MP:0008250,MP:0000691,MP:0004499,MP:0009115,MP:0031618,MP:0002081,MP:0001176,MP:0001860,MP:0010398,MP:0005202,MP:0011088,MP:0002971,MP:0001552,MP:0013723,MP:0004809,MP:0001195,MP:0001934,MP:0005450,MP:0011090,MP:0030017,MP:0000598,MP:0005335,MP:0009546,MP:0005438,MP:0001603,MP:0002441,MP:0000182,MP:0001175,MP:0000223,MP:0001732,MP:0005419,MP:0001601,MP:0001560,MP:0011087,MP:0002169,MP:0010810,MP:0005293,MP:0009674,MP:0002970,MP:0001953,MP:0006027,MP:0005178,MP:0000239,MP:0002118,MP:0001265,MP:0005668,MP:0002270,MP:0002398,MP:0002275,MP:0001556,MP:0005559,MP:0006410,MP:0005343,MP:0000189	HP:0000006,HP:0001442,HP:0004808	['MP:0005388', 'MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005389', 'MP:0005378', 'MP:0005375', 'MP:0005376', 'MP:0002006', 'MP:0005384', 'MP:0005370', 'MP:0005397']	['HP:0004377', 'HP:0002715', 'HP:0002664', 'HP:0001871']	[['MP:0002006'], ['MP:0005387'], ['MP:0002006'], ['MP:0005397']]
2990	CEBPB	1051	Cebpb	MGI:88373		MP:0009347,MP:0002500,MP:0000628,MP:0011224,MP:0008472,MP:0002347,MP:0004992,MP:0009400,MP:0002343,MP:0020080,MP:0011086,MP:0008396,MP:0031420,MP:0002743,MP:0008466,MP:0000662,MP:0002348,MP:0004985,MP:0003383,MP:0002078,MP:0005666,MP:0005459,MP:0000321,MP:0002412,MP:0009009,MP:0002053,MP:0002083,MP:0011353,MP:0001262,MP:0000240,MP:0009346,MP:0005466,MP:0010876,MP:0004982,MP:0005006,MP:0002356,MP:0001780,MP:0005076,MP:0001798,MP:0002123,MP:0010875,MP:0008663,MP:0010172,MP:0002702,MP:0005639,MP:0004469,MP:0001800,MP:0000691,MP:0001212,MP:0009283,MP:0002493,MP:0009307,MP:0020039,MP:0011698,MP:0009631,MP:0002439,MP:0011710,MP:0010868,MP:0001134,MP:0031619,MP:0002357,MP:0002727,MP:0011088,MP:0008596,MP:0005298,MP:0002971,MP:0010869,MP:0001552,MP:0001745,MP:0008752,MP:0002346,MP:0005319,MP:0004502,MP:0020040,MP:0011090,MP:0011049,MP:0009289,MP:0008618,MP:0008033,MP:0005616,MP:0011294,MP:0009580,MP:0004817,MP:0005465,MP:0009419,MP:0001541,MP:0009503,MP:0002419,MP:0002715,MP:0011427,MP:0002451,MP:0009623,MP:0003199,MP:0003356,MP:0005517,MP:0001882,MP:0002169,MP:0002344,MP:0005399,MP:0000352,MP:0008873,MP:0005318,MP:0011101,MP:0004624,MP:0002377,MP:0001553,MP:0001129,MP:0005668,MP:0002118,MP:0013239,MP:0001926,MP:0004510,MP:0011579,MP:0002644,MP:0002421,MP:0005508,MP:0005559,MP:0003357,MP:0002742,MP:0002891,MP:0008734,MP:0008944,MP:0020137,MP:0010867,MP:0000702,MP:0000189		['MP:0005369', 'MP:0005387', 'MP:0010771', 'MP:0005390', 'MP:0005389', 'MP:0005375', 'MP:0005378', 'MP:0005370', 'MP:0005382', 'MP:0005376', 'MP:0002006', 'MP:0005384', 'MP:0005379', 'MP:0005397', 'MP:0005367']	['']	[['']]
2991	CEBPD	1052	Cebpd	MGI:103573		MP:0001469,MP:0009810,MP:0010173,MP:0002971,MP:0009643,MP:0013404,MP:0006319,MP:0001876,MP:0005166,MP:0008713,MP:0009504,MP:0000662,MP:0005076,MP:0002133,MP:0008822		['MP:0005388', 'MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005375', 'MP:0005376', 'MP:0005384', 'MP:0005379', 'MP:0005367']	['']	[['']]
2992	CEBPE	1053	Cebpe	MGI:103572		MP:0002397,MP:0002412,MP:0002083,MP:0005065,MP:0001852,MP:0031053,MP:0001861,MP:0000240,MP:0005012,MP:0001602,MP:0005190,MP:0000334,MP:0002463,MP:0003303,MP:0002443,MP:0001867,MP:0002415,MP:0001846,MP:0002816,MP:0002398,MP:0008111,MP:0006410,MP:0001601,MP:0002060,MP:0008097,MP:0000702,MP:0000321	HP:0000007,HP:0000007,HP:0002718,HP:0002722,HP:0002027,HP:0003593,HP:0011993,HP:0011991,HP:0003621,HP:0001954,HP:0011447,HP:0011447,HP:0040238,HP:0040238,HP:0006532,HP:0000403,HP:0011107,HP:0025708,HP:0000421,HP:0001818,HP:0012551,HP:0041042,HP:0041043,HP:0041046,HP:0041044,HP:0041045	['MP:0005388', 'MP:0005387', 'MP:0010771', 'MP:0005391', 'MP:0005390', 'MP:0005381', 'MP:0005384', 'MP:0005397']	['HP:0000234', 'HP:0000598', 'HP:0000707', 'HP:0002715', 'HP:0002086', 'HP:0001574', 'HP:0012531', 'HP:0001939', 'HP:0001871']	[['MP:0005382'], ['MP:0005377'], ['MP:0003631'], ['MP:0005387'], ['MP:0005388'], ['MP:0010771'], ['MP:0005386'], ['MP:0005376'], ['MP:0005397']]
2993	CEBPG	1054	Cebpg	MGI:104982		MP:0005070,MP:0010766,MP:0001183,MP:0011088		['MP:0005388', 'MP:0005397', 'MP:0005387']	['']	[['']]
2994	CEBPZ	10153	Cebpz	MGI:109386		MP:0010024		['MP:0005375']	['']	[['']]
2995	CEBPZOS	100505876	Cebpzos	MGI:1915804				['']	['']	[['']]
2996	CECR2	27443	Cecr2	MGI:1923799		MP:0002151,MP:0003720,MP:0002083,MP:0000428,MP:0000783,MP:0000897,MP:0004156,MP:0000841,MP:0011090,MP:0011100,MP:0000914,MP:0002968,MP:0001417,MP:0012260,MP:0001341,MP:0002621,MP:0000702,MP:0000108		['MP:0005387', 'MP:0005386', 'MP:0005391', 'MP:0005378', 'MP:0005380', 'MP:0003631', 'MP:0005382', 'MP:0005376', 'MP:0005385']	['']	[['']]
2997	CEL	1056	Cel	MGI:88374		MP:0005342	HP:0002594,HP:0000077,HP:0012028,HP:0000006,HP:0000119,HP:0000112,HP:0000107,HP:0002027,HP:0008255,HP:0004924,HP:0004904,HP:0001953,HP:0001952,HP:0001998,HP:0003076,HP:0003074,HP:0003074,HP:0011462,HP:0030794,HP:0000831,HP:0000825,HP:0040214,HP:0040217,HP:0040217,HP:0040216,HP:0000956,HP:0030057,HP:0025502,HP:0001520,HP:0001511,HP:0001513,HP:0001738,HP:0001738,HP:0000488	['MP:0005376', 'MP:0005381']	['HP:0002664', 'HP:0000079', 'HP:0003117', 'HP:0001507', 'HP:0011024', 'HP:0001732', 'HP:0002715', 'HP:0000478', 'HP:0001392', 'HP:0000818', 'HP:0001574', 'HP:0012531', 'HP:0001939', 'HP:0001871']	[['MP:0002006'], ['MP:0005367'], ['MP:0005376'], ['MP:0005378'], ['MP:0005381'], ['MP:0005379'], ['MP:0005387'], ['MP:0005391'], ['MP:0005370'], ['MP:0005379'], ['MP:0010771'], ['MP:0005386'], ['MP:0005376'], ['MP:0005397']]
2998	CELA1	1990	Cela1	MGI:95314		MP:0011044,MP:0011163,MP:0010899,MP:0003209		['MP:0005388']	['']	[['']]
2999	CELA2A	63036	Cela2a	MGI:95316		MP:0010580,MP:0011952,MP:0004085,MP:0003393,MP:0004183,MP:0006277,MP:0005333,MP:0003649	HP:0000006,HP:0005978,HP:0002155,HP:0004943,HP:0003141,HP:0000822,HP:0003233,HP:0040217,HP:0001513,HP:0001677,HP:0001658	['MP:0003631', 'MP:0005385']	['HP:0001507', 'HP:0000818', 'HP:0001626', 'HP:0001939', 'HP:0001871']	[['MP:0005378'], ['MP:0005379'], ['MP:0005385'], ['MP:0005376'], ['MP:0005397']]
3000	CELA2B	51032	Cela2a	MGI:95316		MP:0010580,MP:0011952,MP:0004085,MP:0003393,MP:0004183,MP:0006277,MP:0005333,MP:0003649		['MP:0003631', 'MP:0005385']	['']	[['']]
3001	CELA3A	10136	Cela3a	MGI:3651647				['']	['']	[['']]
3002	CELA3A	10136	Cela3b	MGI:1915118				['']	['']	[['']]
3003	CELA3B	23436	Cela3a	MGI:3651647				['']	['']	[['']]
3004	CELA3B	23436	Cela3b	MGI:1915118				['']	['']	[['']]
3005	CELF1	10658	Celf1	MGI:1342295		MP:0001922,MP:0001935,MP:0001697,MP:0001925,MP:0001155,MP:0011100,MP:0004201,MP:0004921,MP:0008489,MP:0001265,MP:0011086,MP:0001923		['MP:0005389', 'MP:0005378', 'MP:0005380']	['']	[['']]
3006	CELF2	10659	Celf2	MGI:1338822		MP:0011110,MP:0011085,MP:0003651,MP:0011088	HP:0002421,HP:0002421,HP:0001298,HP:0001290,HP:0001273,HP:0001268,HP:0001250,HP:0001250,HP:0001252,HP:0001251,HP:0001249,HP:0001249,HP:0001265,HP:0001263,HP:0001257,HP:0002540,HP:0002521,HP:0002521,HP:0002509,HP:0025336,HP:0001337,HP:0001337,HP:0000006,HP:0001336,HP:0001315,HP:0012171,HP:0002020,HP:0002063,HP:0002059,HP:0033128,HP:0002119,HP:0002133,HP:0003593,HP:0100710,HP:0200134,HP:0007018,HP:0011968,HP:0002376,HP:0002355,HP:0002317,HP:0010844,HP:0100660,HP:0003623,HP:0000639,HP:0000639,HP:0000648,HP:0000668,HP:0004322,HP:0004305,HP:0031936,HP:0000750,HP:0000750,HP:0000717,HP:0000729,HP:0000708,HP:0011443,HP:0000252,HP:0001558,HP:0001508,HP:0011097,HP:0000348,HP:0032989,HP:0000494,HP:0012444,HP:0012447,HP:0000508,HP:0000504,HP:0012547,HP:0000546	['MP:0005384', 'MP:0003631']	['HP:0000234', 'HP:0034057', 'HP:0011968', 'HP:0001507', 'HP:0001557', 'HP:0000707', 'HP:0011024', 'HP:0003011', 'HP:0000924', 'HP:0000708', 'HP:0000478', 'HP:0040064']	[['MP:0005382'], ['MP:0005380'], ['MP:0005386'], ['MP:0005378'], ['MP:0005386'], ['MP:0003631'], ['MP:0005381'], ['MP:0005369'], ['MP:0005390'], ['MP:0005386'], ['MP:0005391'], ['MP:0005371']]
3007	CELF3	11189	Celf3	MGI:1926034		MP:0002674,MP:0002687		['MP:0005384', 'MP:0005389']	['']	[['']]
3008	CELF4	56853	Celf4	MGI:1932407		MP:0013877,MP:0011088,MP:0002083,MP:0005455,MP:0002169,MP:0002928,MP:0005293,MP:0000195,MP:0001260,MP:0001650,MP:0014004,MP:0011100,MP:0013986,MP:0008840,MP:0001265,MP:0001399,MP:0003686,MP:0002079,MP:0011086,MP:0004753,MP:0004201,MP:0011683,MP:0002064,MP:0003997,MP:0005179,MP:0013971,MP:0003216		['MP:0005369', 'MP:0005387', 'MP:0005386', 'MP:0005391', 'MP:0005378', 'MP:0005370', 'MP:0005380', 'MP:0003631', 'MP:0005376', 'MP:0005379', 'MP:0005385']	['']	[['']]
3009	CELF5	60680	Celf5	MGI:2442333				['']	['']	[['']]
3010	CELF6	60677	Celf6	MGI:1923433		MP:0005643,MP:0010070,MP:0002169,MP:0002572,MP:0003462,MP:0012574,MP:0020351		['MP:0005386', 'MP:0005376']	['']	[['']]
3011	CELSR1	9620	Celsr1	MGI:1100883		MP:0001411,MP:0003205,MP:0010975,MP:0005238,MP:0006026,MP:0001850,MP:0002730,MP:0003492,MP:0011032,MP:0001410,MP:0001178,MP:0011024,MP:0000383,MP:0004300,MP:0011101,MP:0011967,MP:0001925,MP:0002699,MP:0006382,MP:0001711,MP:0001265,MP:0003051,MP:0003720,MP:0002111,MP:0004491,MP:0001891,MP:0001926,MP:0001394,MP:0001404,MP:0002152,MP:0001304,MP:0005657,MP:0011089,MP:0004404,MP:0000420,MP:0009457,MP:0030961,MP:0001175,MP:0003641,MP:0010825,MP:0011143,MP:0002080,MP:0000919,MP:0001341,MP:0005307,MP:0008784,MP:0000929,MP:0001146,MP:0004391,MP:0006325,MP:0001148,MP:0000928,MP:0011110,MP:0001921,MP:0000585,MP:0010976,MP:0001325,MP:0001510,MP:0002060,MP:0002621,MP:0003308,MP:0001967	HP:0000006,HP:0003550,HP:0033986	['MP:0005388', 'MP:0005377', 'MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005389', 'MP:0005391', 'MP:0005390', 'MP:0005380', 'MP:0005371', 'MP:0003631', 'MP:0005382', 'MP:0005384', 'MP:0005379', 'MP:0005378']	['HP:0002715', 'HP:0001626', 'HP:0001939']	[['MP:0005387'], ['MP:0005385'], ['MP:0005376']]
3012	CELSR2	1952	Celsr2	MGI:1858235		MP:0000825,MP:0000827		['MP:0003631']	['']	[['']]
3013	CELSR3	1951	Celsr3	MGI:1858236		MP:0001177,MP:0000778,MP:0011087,MP:0000792,MP:0008129,MP:0001953,MP:0004081,MP:0002184,MP:0012484,MP:0009247,MP:0002152,MP:0002270,MP:0004274,MP:0002961,MP:0001575,MP:0000788,MP:0008227,MP:0014551,MP:0011881,MP:0001405		['MP:0005388', 'MP:0003631', 'MP:0005376', 'MP:0005381', 'MP:0005384', 'MP:0005386', 'MP:0005378']	['']	[['']]
3014	CEMIP	57214	Cemip	MGI:2443629		MP:0011101,MP:0004985,MP:0003109,MP:0002764,MP:0005602,MP:0006398		['MP:0005371', 'MP:0005385', 'MP:0005387', 'MP:0005390', 'MP:0005397']	['']	[['']]
3015	CEMIP2	23670	Cemip2	MGI:1890373				['']	['']	[['']]
3016	CENATAC	338657	Cenatac	MGI:2685960			HP:0000007,HP:0011342,HP:0003220,HP:0000252	['']	['HP:0000234', 'HP:0025354', 'HP:0000924', 'HP:0001939', 'HP:0000707']	[['MP:0005382'], ['MP:0005384'], ['MP:0005390'], ['MP:0005376'], ['MP:0003631']]
3017	CEND1	51286	Cend1	MGI:1929898		MP:0000872,MP:0009977,MP:0008572,MP:0009967,MP:0010540,MP:0001406,MP:0000890,MP:0001405		['MP:0005384', 'MP:0003631', 'MP:0005386']	['']	[['']]
3018	CENPA	1058	Cenpa	MGI:88375		MP:0000266,MP:0005028,MP:0002151,MP:0011091,MP:0000783,MP:0004024,MP:0003702,MP:0011098,MP:0003111,MP:0001648,MP:0002085,MP:0011096,MP:0004965,MP:0002884,MP:0004046,MP:0001698,MP:0003984		['MP:0003631', 'MP:0005382', 'MP:0005384', 'MP:0005385', 'MP:0005378', 'MP:0005380']	['']	[['']]
3019	CENPB	1059	Cenpb	MGI:88376		MP:0002161,MP:0009096,MP:0002292,MP:0001121,MP:0008028,MP:0012008,MP:0001262,MP:0002169,MP:0001120,MP:0004014,MP:0004896,MP:0003699,MP:0001147,MP:0001119,MP:0001923,MP:0002687		['MP:0005379', 'MP:0005384', 'MP:0005389', 'MP:0005378']	['']	[['']]
3020	CENPC	1060	Cenpc1	MGI:99700		MP:0011092,MP:0003702,MP:0003111,MP:0004046,MP:0003984		['MP:0005384', 'MP:0005378', 'MP:0005380']	['']	[['']]
3021	CENPE	1062	Cenpe	MGI:1098230		MP:0004966,MP:0011886,MP:0001304,MP:0013279,MP:0001303,MP:0011100,MP:0011096,MP:0004046	HP:0010864,HP:0009879,HP:0001274,HP:0001249,HP:0001263,HP:0001263,HP:0007333,HP:0000076,HP:0001385,HP:0001382,HP:0001347,HP:0001363,HP:0007495,HP:0001338,HP:0000007,HP:0001302,HP:0002650,HP:0001321,HP:0000122,HP:0002750,HP:0100543,HP:0002119,HP:0010579,HP:0002209,HP:0002282,HP:0004979,HP:0009804,HP:0200055,HP:0004209,HP:0000639,HP:0000682,HP:0011342,HP:0004322,HP:0004322,HP:0004322,HP:0004326,HP:0011461,HP:0011451,HP:0003103,HP:0000275,HP:0000252,HP:0000252,HP:0000252,HP:0000219,HP:0001518,HP:0001511,HP:0001511,HP:0001510,HP:0000387,HP:0001607,HP:0000363,HP:0000340,HP:0000340,HP:0032792,HP:0000347,HP:0000347,HP:0000311,HP:0001723,HP:0000400,HP:0000494,HP:0001773,HP:0000448,HP:0000444,HP:0001852,HP:0000501,HP:0000582	['MP:0005376', 'MP:0005384', 'MP:0005391', 'MP:0005380']	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0000924', 'HP:3000050', 'HP:0000478', 'HP:0040064', 'HP:0002086', 'HP:0001574', 'HP:0001626']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005390'], ['MP:0005382'], ['MP:0005391'], ['MP:0005371'], ['MP:0005388'], ['MP:0010771'], ['MP:0005385']]
3022	CENPF	1063	Cenpf	MGI:1313302		MP:0002169	HP:0001274,HP:0002566,HP:0003826,HP:0000007,HP:0001320,HP:0001321,HP:0000175,HP:0000154,HP:0000126,HP:0002000,HP:0003577,HP:0002247,HP:0000647,HP:0000612,HP:0000609,HP:0000659,HP:0003198,HP:0012841,HP:0100258,HP:0000238,HP:0000252,HP:0005235,HP:0000369,HP:0000347,HP:0000316,HP:0000482,HP:0000490,HP:0001747,HP:0000431,HP:0000426,HP:0000518,HP:0012584,HP:0000568	[]	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0000707', 'HP:0003011', 'HP:0011024', 'HP:0000924', 'HP:0002715', 'HP:0000478', 'HP:0040064', 'HP:0001743', 'HP:0001626']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0003631'], ['MP:0005369'], ['MP:0005381'], ['MP:0005390'], ['MP:0005387'], ['MP:0005391'], ['MP:0005371'], ['MP:0005397', 'MP:0005387'], ['MP:0005385']]
3023	CENPH	64946	Cenph	MGI:1349448		MP:0011100,MP:0000186		['MP:0005376']	['']	[['']]
3024	CENPI	2491	Cenpi	MGI:2147897				['']	['']	[['']]
3025	CENPJ	55835	Cenpj	MGI:2684927		MP:0001402,MP:0013504,MP:0030048,MP:0011862,MP:0004708,MP:0005108,MP:0004222,MP:0003961,MP:0005567,MP:0030167,MP:0002175,MP:0009760,MP:0011109,MP:0005176,MP:0009199,MP:0030943,MP:0005296,MP:0008273,MP:0005301,MP:0000109,MP:0001730,MP:0004083,MP:0001262,MP:0000195,MP:0010948,MP:0008148,MP:0000278,MP:0010124,MP:0008078,MP:0002932,MP:0008297,MP:0004132,MP:0004924,MP:0005621,MP:0009431,MP:0000558,MP:0001391,MP:0002759,MP:0010101,MP:0001322,MP:0005015,MP:0004284,MP:0001293,MP:0000812,MP:0003728,MP:0004609,MP:0001700,MP:0008948,MP:0004509,MP:0000438,MP:0004373,MP:0001732,MP:0005419,MP:0011097,MP:0008866,MP:0001938,MP:0011098,MP:0004221,MP:0005352,MP:0014164,MP:0001360,MP:0010865,MP:0004624,MP:0004200,MP:0004619,MP:0000432,MP:0001258,MP:0001265,MP:0002111,MP:0000137,MP:0000559,MP:0004657,MP:0004046,MP:0004353,MP:0005269,MP:0001672,MP:0005291,MP:0010025	HP:0002472,HP:0010864,HP:0008551,HP:0001274,HP:0001256,HP:0001250,HP:0001249,HP:0001263,HP:0001263,HP:0007333,HP:0000076,HP:0001385,HP:0001382,HP:0001347,HP:0001363,HP:0007495,HP:0001344,HP:0000007,HP:0000007,HP:0001302,HP:0002650,HP:0000122,HP:0002750,HP:0100543,HP:0010455,HP:0002119,HP:0010579,HP:0003577,HP:0003577,HP:0002209,HP:0002282,HP:0003510,HP:0002342,HP:0009804,HP:0004209,HP:0000682,HP:0011342,HP:0004325,HP:0004322,HP:0004322,HP:0004326,HP:0003103,HP:0000878,HP:0000278,HP:0000275,HP:0000252,HP:0000252,HP:0000252,HP:0000252,HP:0000219,HP:0001525,HP:0001511,HP:0001511,HP:0001510,HP:0000387,HP:0000363,HP:0000369,HP:0000340,HP:0000348,HP:0000347,HP:0000316,HP:0000486,HP:0000494,HP:0000456,HP:0000444,HP:0000430,HP:0001852,HP:0000501,HP:0000582	['MP:0005379', 'MP:0005369', 'MP:0005387', 'MP:0005386', 'MP:0005391', 'MP:0005390', 'MP:0005389', 'MP:0005397', 'MP:0005380', 'MP:0005375', 'MP:0005382', 'MP:0003631', 'MP:0005376', 'MP:0005385', 'MP:0005384', 'MP:0005371', 'MP:0005378']	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0000924', 'HP:3000050', 'HP:0000478', 'HP:0040064', 'HP:0001574']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005390'], ['MP:0005382'], ['MP:0005391'], ['MP:0005371'], ['MP:0010771']]
3026	CENPK	64105	Cenpk	MGI:1926210				['']	['']	[['']]
3027	CENPL	91687	Cenpl	MGI:1917704		MP:0011100		[]	['']	[['']]
3028	CENPM	79019	Cenpm	MGI:1913820				['']	['']	[['']]
3029	CENPN	55839	Cenpn	MGI:1919405				['']	['']	[['']]
3030	CENPO	79172	Cenpo	MGI:1923800		MP:0001730,MP:0000186,MP:0005560,MP:0001303,MP:0000195,MP:0002833,MP:0012724,MP:0001693,MP:0011100,MP:0005566,MP:0002702,MP:0001399,MP:0013292,MP:0011095,MP:0014586,MP:0009331,MP:0013293,MP:0002644,MP:0001696,MP:0001698,MP:0005179,MP:0004151		['MP:0005376', 'MP:0005386', 'MP:0005391', 'MP:0005385', 'MP:0005378', 'MP:0005380']	['']	[['']]
3031	CENPP	401541	Cenpp	MGI:1913586				['']	['']	[['']]
3032	CENPQ	55166	Cenpq	MGI:1933744				['']	['']	[['']]
3033	CENPS	378708	Cenps	MGI:1917178				['']	['']	[['']]
3034	CENPS-CORT	100526739	Cenps	MGI:1917178				['']	['']	[['']]
3035	CENPT	80152	Cenpt	MGI:2443939		MP:0011100,MP:0011110,MP:0001417,MP:0011962,MP:0013292	HP:0001263,HP:0000054,HP:0000007,HP:0002650,HP:0000160,HP:0002020,HP:0011968,HP:0003510,HP:0004325,HP:0000823,HP:0003241,HP:0005832,HP:0000275,HP:0000252,HP:0025515,HP:0002857,HP:0001508,HP:0000494,HP:0000448,HP:0000444,HP:0001741,HP:0001804,HP:0000540	['MP:0005386', 'MP:0005391']	['HP:0000234', 'HP:0011968', 'HP:0001507', 'HP:0000707', 'HP:0011024', 'HP:0000924', 'HP:0000078', 'HP:0040064', 'HP:0000478', 'HP:0000818', 'HP:0001574']	[['MP:0005382'], ['MP:0005386'], ['MP:0005378'], ['MP:0003631'], ['MP:0005381'], ['MP:0005390'], ['MP:0005389'], ['MP:0005371'], ['MP:0005391'], ['MP:0005379'], ['MP:0010771']]
3036	CENPU	79682	Cenpu	MGI:1919126		MP:0001698,MP:0011097,MP:0011186		['MP:0005378', 'MP:0005380']	['']	[['']]
3037	CENPV	201161	Cenpv	MGI:1920389		MP:0001402,MP:0005168,MP:0014443,MP:0009761,MP:0001923		['MP:0005386', 'MP:0005389']	['']	[['']]
3038	CENPVL3	347549	Cenpv	MGI:1920389		MP:0001402,MP:0005168,MP:0014443,MP:0009761,MP:0001923		['MP:0005386', 'MP:0005389']	['']	[['']]
