	gene_human	entrez_id_human	gene_mouse	MGI	MPO_lower	HPO_lower	clusters_m	clusters_h	n_clusters_m	n_clusters_h
1205	ATRX	546	Atrx	MGI:103067	MP:0009454,MP:0003733,MP:0009971,MP:0011098,MP:0011101,MP:0001473,MP:0003787,MP:0011086,MP:0009703,MP:0003240,MP:0011108,MP:0003789,MP:0004924,MP:0011085,MP:0001713,MP:0001919,MP:0003241,MP:0001436,MP:0005551,MP:0008106,MP:0003984,MP:0010308,MP:0005028,MP:0001262,MP:0009546,MP:0000352,MP:0001698,MP:0001325,MP:0000814,MP:0002084,MP:0002584,MP:0005032,MP:0005241,MP:0002582,MP:0000266,MP:0006068	HP:0011907,HP:0002574,HP:0001249,HP:0040270,HP:0000179,HP:0012743,HP:0031284,HP:0001935,HP:0001892,HP:0001007,HP:0002650,HP:0000712,HP:0025383,HP:0000141,HP:0002488,HP:0001297,HP:0001257,HP:0001537,HP:0002249,HP:0011328,HP:0000218,HP:0012368,HP:0001956,HP:0000939,HP:0000431,HP:0002615,HP:0000457,HP:0000470,HP:0000271,HP:0000046,HP:0000089,HP:0003466,HP:0002751,HP:0000341,HP:0001744,HP:0001123,HP:0002315,HP:0002240,HP:0025085,HP:0002248,HP:0000716,HP:0012378,HP:0011682,HP:0000037,HP:0011800,HP:0001884,HP:0001061,HP:0001510,HP:0000010,HP:0000819,HP:0010461,HP:0002808,HP:0000618,HP:0002381,HP:0009466,HP:0001824,HP:0000286,HP:0000749,HP:0003118,HP:0000407,HP:0000126,HP:0010806,HP:0000508,HP:0030149,HP:0006887,HP:0002086,HP:0000347,HP:0001903,HP:0000876,HP:0030145,HP:0010864,HP:0031566,HP:0005326,HP:0001763,HP:0000733,HP:0012736,HP:0000232,HP:0005180,HP:0000303,HP:0002251,HP:0001263,HP:0000164,HP:0001156,HP:0010284,HP:0000158,HP:0030200,HP:0004324,HP:0002020,HP:0000252,HP:0008947,HP:0004385,HP:0007380,HP:0000822,HP:0002017,HP:0000076,HP:0011902,HP:0011903,HP:0000049,HP:0001050,HP:0031891,HP:0001347,HP:0000135,HP:0001274,HP:0000054,HP:0001974,HP:0500011,HP:0002307,HP:0002857,HP:0001626,HP:0001658,HP:0010804,HP:0004322,HP:0003144,HP:0002937,HP:0031364,HP:0002690,HP:0000280,HP:0200042,HP:0002688,HP:0000219,HP:0000545,HP:0000451,HP:0002721,HP:0001708,HP:0000077,HP:0001065,HP:0002730,HP:0002044,HP:0000047,HP:0001875,HP:0006895,HP:0001324,HP:0002953,HP:0002120,HP:0000648,HP:0100022,HP:0001566,HP:0001238,HP:0001891,HP:0011999,HP:0002668,HP:0002863,HP:0000717,HP:0025269,HP:0002094,HP:0002069,HP:0031589,HP:0001873,HP:0001258,HP:0001762,HP:0001522,HP:0007126,HP:0002354,HP:0003154,HP:0000272,HP:0001252,HP:0000577,HP:0000268,HP:0001962,HP:0000358,HP:0030084,HP:0002209,HP:0001182,HP:4000007,HP:0030446,HP:0010885,HP:0002910,HP:0002019,HP:0002383,HP:0025017,HP:0003196,HP:0012030,HP:0001387,HP:0008736,HP:0000062,HP:0002580,HP:0002254,HP:0008291,HP:0002039,HP:0100570,HP:0000752,HP:0000869,HP:0001005,HP:0001371,HP:0008872,HP:0011370,HP:0010741,HP:0002033,HP:0000708,HP:0008897,HP:0002750,HP:0001629,HP:0000104,HP:0000154,HP:0000194,HP:0002059,HP:0000028,HP:0100716,HP:0000463,HP:0000963,HP:0007807,HP:0004209,HP:0001612,HP:0000506,HP:0000316,HP:0002673,HP:0001058,HP:0001513,HP:0008551,HP:0000726,HP:0000709,HP:0000369,HP:0004396,HP:0000978,HP:0000188,HP:0004840,HP:0010808,HP:0001871,HP:0008221,HP:0005280,HP:0000979,HP:0008734,HP:0000725,HP:0001250,HP:0000582,HP:0001888,HP:0000699,HP:0000953,HP:0012471,HP:0002013,HP:0031845	3420,2107,4343,2117,5068,3413,4042,203,1190,22,6509,537,2437,3190,5836,2394,1486,1734,4567,3883,1890,2534,6003,828,1163,1968,852,2823,1148,1028,5584,4423,6748,6177,184,580	1873,5431,544,4312,2134,2027,1545,1610,2325,2266,595,916,667,917,168,4774,2530,5532,1200,2303,4125,2058,4788,1876,1806,2236,662,4730,436,577,5309,127,5344,3289,1607,661,4251,4950,1991,3483,2326,2403,3151,2358,1375,4303,3922,636,2168,3223,4411,659,2634,2686,1141,158,3206,4276,2156,2507,2897,4401,136,1498,2303,1639,2000,4139,971,1010,4695,1498,1558,1147,3423,1022,3904,3582,2594,2969,3622,289,3866,338,2241,1531,573,4589,847,2607,4009,4669,127,2567,2667,3775,2321,615,335,5435,4753,2496,4755,3397,2401,667,945,850,3891,3006,2338,76,5313,457,376,1843,848,2040,4523,1783,2691,3883,3738,401,1702,814,585,872,5526,2359,1224,4890,1282,4840,2221,2072,3972,3982,1222,1178,158,5444,581,254,2802,2934,1873,3247,682,1625,3009,1563,73,1711,4728,2755,1939,4821,1701,1903,1697,1192,2100,1854,1010,3539,1010,2119,2869,5435,2239,127,1300,3085,3933,2302,1781,917,3873,4885,3303,3986,5221,5033,2189,2395,416,5020,3011,3658,3249,2057,1941,3637,1789,2161,1396,3827,1506,1826,1220,3515,3025,2700,3838,928,789,2633,4344,1517,4988,5295,1733,89,1311,1929,1868,2106,3089,2487,4259,3684,1359,3492,3514,1792,2771,3667,1284,378,338	36	219
1206	ATXN1	6310	Atxn1	MGI:104783	MP:0009454,MP:0004191,MP:0001405,MP:0003052,MP:0008428,MP:0008489,MP:0001473,MP:0010902,MP:0020594,MP:0002920,MP:0011085,MP:0031391,MP:0005150,MP:0002083,MP:0002062,MP:0000160,MP:0001364,MP:0001402,MP:0001406,MP:0001262,MP:0003224,MP:0001575,MP:0012460,MP:0001463,MP:0001513,MP:0001417,MP:0000880,MP:0006254,MP:0001454,MP:0008572,MP:0002912,MP:0011088,MP:0001393,MP:0012676,MP:0002175,MP:0008535,MP:0000749,MP:0008536	HP:0003693,HP:0000597,HP:0002878,HP:0040129,HP:0000496,HP:0002839,HP:0025331,HP:0001284,HP:0001332,HP:0002078,HP:0010831,HP:0006937,HP:0007328,HP:0001272,HP:0007928,HP:0003394,HP:0007263,HP:0003431,HP:0001324,HP:0001310,HP:0003401,HP:0000641,HP:0000648,HP:0002503,HP:0007078,HP:0002380,HP:0001257,HP:0007366,HP:0002141,HP:0001290,HP:0002015,HP:0002070,HP:0002542,HP:0001260,HP:0001283,HP:0002363,HP:0000640,HP:0002354,HP:0007377,HP:0000543,HP:0001288,HP:0003701,HP:0001252,HP:0002067,HP:0007338,HP:0002198,HP:0007006,HP:0006801,HP:0000514,HP:0002460,HP:0002072,HP:0002168,HP:0002174,HP:0002073,HP:0002495,HP:0002483,HP:0002075,HP:0007001,HP:0001265,HP:0030216,HP:0001347,HP:0410011,HP:0001151,HP:0002071,HP:0100543,HP:0003202,HP:0003487,HP:0003448,HP:0000623,HP:0000639,HP:0001350,HP:0009830,HP:0025401	3420,2272,5542,1293,3466,2502,3413,2240,1946,2475,3190,2973,2979,3221,96,3329,3153,1024,3748,828,1448,6441,5529,1661,2928,3197,773,1946,4169,174,190,843,3307,1889,3335,3442,1482,1121	2038,1015,4048,3404,570,5119,1347,1744,1265,1119,4965,5478,988,118,5197,3337,2413,2129,4890,920,1742,2348,2221,3426,3179,3131,2530,3275,894,5483,2499,1874,2711,2855,1229,707,1387,73,3854,3902,3890,2777,2755,3501,1471,943,1229,1009,803,3018,1957,1148,1250,727,845,1858,2039,3196,1357,3501,4753,55,4889,2018,2605,452,3348,2750,1463,3119,1611,2602,5279	37	71
1207	ATXN10	25814	Atxn10	MGI:1859293	MP:0011095,MP:0013292,MP:0011100,MP:0013294	HP:0002061,HP:0000741,HP:0001272,HP:0011153,HP:0001310,HP:0002360,HP:0002141,HP:0002317,HP:0002311,HP:0001290,HP:0002015,HP:0002070,HP:0000718,HP:0000726,HP:0001260,HP:0000020,HP:0000012,HP:0030186,HP:0007256,HP:0002067,HP:0001271,HP:0007289,HP:0002168,HP:0007772,HP:0002073,HP:0000716,HP:0002133,HP:0002075,HP:0002197,HP:0001265,HP:0100660,HP:0001347,HP:0002071,HP:0000762,HP:0002066,HP:0002384,HP:0001250,HP:0003487,HP:0002062,HP:0000639,HP:0011198,HP:0000640,HP:0002080,HP:0002936	536,1756,3158,783	3308,2618,118,1950,920,2752,894,4748,463,5483,2499,1874,2327,1517,2855,1788,2126,3903,750,3501,1960,2218,1148,3462,727,2326,101,2039,1210,1357,3329,4753,2018,2527,2096,4809,3492,3348,1813,3119,4937,1387,2877,2103	4	44
1208	ATXN1L	342371	Atxn1l	MGI:3694797	MP:0009454,MP:0003052,MP:0010902,MP:0011086,MP:0020594,MP:0011085,MP:0031391,MP:0005150,MP:0002083,MP:0001364,MP:0000160,MP:0008536,MP:0001891,MP:0001265,MP:0001575,MP:0003224,MP:0012460,MP:0006254,MP:0008572,MP:0000440,MP:0011088,MP:0008535,MP:0002270,MP:0005202		3420,1293,2240,203,1946,3190,2973,2979,3221,3153,3329,1121,1921,3130,6441,1448,5529,1946,174,5326,843,3442,2932,1916		23	
1209	ATXN2	6311	Atxn2	MGI:1277223	MP:0003058,MP:0009285,MP:0001405,MP:0001260,MP:0011101,MP:0003645,MP:0005491,MP:0000010,MP:0005560,MP:0005455,MP:0002997,MP:0001399,MP:0005415,MP:0001921,MP:0001262,MP:0010400,MP:0002079,MP:0002628,MP:0001547,MP:0001935,MP:0005178,MP:0000877	HP:0007311,HP:0025425,HP:0001272,HP:0000712,HP:0002503,HP:0003133,HP:0001257,HP:0002529,HP:0000738,HP:0002198,HP:0002067,HP:0002536,HP:0000298,HP:0002174,HP:0000716,HP:0012378,HP:0001265,HP:0004326,HP:0100543,HP:0000602,HP:0002345,HP:0002878,HP:0031908,HP:0003394,HP:0007373,HP:0002380,HP:0033683,HP:0001337,HP:0045007,HP:0000751,HP:0030196,HP:0012332,HP:0030186,HP:0001300,HP:0009027,HP:0000657,HP:0002017,HP:0002073,HP:0002075,HP:0001347,HP:0002180,HP:0002066,HP:0002145,HP:0000623,HP:0001621,HP:0003487,HP:0001336,HP:0003693,HP:0000510,HP:0000597,HP:0002839,HP:0012473,HP:0001310,HP:0002120,HP:0002360,HP:0002317,HP:0012762,HP:0002070,HP:0002094,HP:0009067,HP:0001260,HP:0001252,HP:0000012,HP:0011960,HP:0006801,HP:0003324,HP:0000514,HP:0002072,HP:0002795,HP:0002019,HP:0001151,HP:0000739,HP:0003202,HP:0000639,HP:0000640,HP:0100315,HP:0000708,HP:0012531,HP:0001332,HP:0025461,HP:0007354,HP:0006955,HP:0008311,HP:0000641,HP:0030195,HP:0001290,HP:0002015,HP:0008955,HP:0002463,HP:0002542,HP:0000726,HP:0000020,HP:0007340,HP:0000713,HP:0030192,HP:0002322,HP:0002495,HP:0002063,HP:0000217,HP:0003484,HP:0001251,HP:0012082,HP:0002172,HP:0003470	6690,212,5542,6584,5068,5537,924,4328,5589,2105,4682,3358,5800,2181,828,480,939,5064,1560,2836,2234,2616	1880,40,118,916,3426,1015,2530,2213,1707,943,3501,2956,5247,1250,2326,2403,1357,3272,2605,5021,1406,4048,2828,3337,121,3131,1947,3641,1773,2596,1551,3037,3903,2115,3,1279,2567,727,2039,4753,1441,2096,121,1463,1416,3348,3277,2038,2628,1015,5119,40,920,4840,2752,4748,1323,1874,2802,1441,2855,2755,2126,2654,1009,3845,803,1957,516,2119,4889,1258,452,3119,1387,4903,3011,5062,1265,5273,121,5242,2038,2348,5531,5483,2499,40,11,2711,1517,1788,3263,2182,904,2023,845,1428,986,2034,3140,4903,1134,664	22	96
1210	ATXN2L	11273	Atxn2l	MGI:2446242	MP:0011108,MP:0003203,MP:0006254,MP:0004201,MP:0011100,MP:0000358,MP:0009431		6509,4961,1946,3503,3158,5929,363		7	
1211	ATXN3	4287	Atxn3	MGI:1099442	MP:0004191,MP:0011975,MP:0001405,MP:0002229,MP:0010088,MP:0004794,MP:0000877,MP:0003354,MP:0005343,MP:0002757,MP:0000876,MP:0001417	HP:0003693,HP:0100315,HP:0004370,HP:0002839,HP:0007311,HP:0031908,HP:0001332,HP:0002078,HP:0000508,HP:0003394,HP:0003438,HP:0001272,HP:0000011,HP:0000641,HP:0002503,HP:0002360,HP:0002380,HP:0001257,HP:0007089,HP:0000750,HP:0040140,HP:0002171,HP:0001337,HP:0002366,HP:0002070,HP:0002015,HP:0003457,HP:0000751,HP:0007240,HP:0002493,HP:0002529,HP:0001260,HP:0000726,HP:0012332,HP:0002312,HP:0000640,HP:0002354,HP:0000738,HP:0012532,HP:0002198,HP:0000012,HP:0011960,HP:0002067,HP:0007256,HP:0000651,HP:0000298,HP:0001300,HP:0002460,HP:0003477,HP:0001751,HP:0002322,HP:0000520,HP:0002073,HP:0000716,HP:0002495,HP:0008944,HP:0000544,HP:0002019,HP:0030454,HP:0001347,HP:0001151,HP:0002071,HP:0002063,HP:0003202,HP:0000590,HP:0000623,HP:0001621,HP:0001251,HP:0002172,HP:0003487,HP:0009830,HP:0001605,HP:0002398	2272,4660,5542,1879,3884,1287,2616,2248,636,3402,819,3197	2038,4903,5116,5119,1880,2828,1265,1119,136,3337,2575,118,1370,2348,3426,2752,3131,2530,3960,1515,3825,1841,3641,120,1874,2499,2669,2596,2991,2481,2213,2855,1517,3037,3177,1387,73,1707,4075,943,2126,2654,3501,750,3704,5247,2115,3018,3697,1949,2023,2780,727,2326,845,3342,1466,2119,1463,4753,4889,2018,1428,452,1541,1463,1416,3140,1134,3348,2602,593,3687	12	72
1212	ATXN7	6314	Atxn7	MGI:2179277	MP:0000774,MP:0001405,MP:0001925,MP:0010387,MP:0002922,MP:0010123,MP:0011087,MP:0001005,MP:0000849,MP:0008511,MP:0000864,MP:0008587,MP:0001516,MP:0001263,MP:0000243,MP:0008450,MP:0002083,MP:0000160,MP:0001402,MP:0008584,MP:0008518,MP:0001406,MP:0003795,MP:0001344,MP:0008515,MP:0000745,MP:0001488,MP:0001513,MP:0000880,MP:0001327,MP:0001926,MP:0008580,MP:0001393,MP:0010025,MP:0008513,MP:0000876,MP:0009142	HP:0000597,HP:0000580,HP:0012047,HP:0001098,HP:0000548,HP:0002059,HP:0000529,HP:0001272,HP:0003474,HP:0001324,HP:0001310,HP:0001319,HP:0000648,HP:0001257,HP:0000572,HP:0012452,HP:0001337,HP:0001270,HP:0002015,HP:0000613,HP:0002542,HP:0001260,HP:0001635,HP:0001263,HP:0000709,HP:0001508,HP:0001268,HP:0000514,HP:0000608,HP:0002072,HP:0002073,HP:0011968,HP:0002075,HP:0001347,HP:0002071,HP:0003487,HP:0007663,HP:0001251,HP:0000639,HP:0000623,HP:0002310,HP:0000602,HP:0000618	6303,5542,3243,2435,6495,3515,5425,4126,411,2208,2674,3511,2158,2108,4559,2602,3221,3329,1024,2953,3051,3748,1978,3699,7113,3283,3449,2928,773,2420,1495,2953,3307,2276,2089,819,1169	1015,1677,2912,3261,2806,2161,1580,118,1296,4890,920,2220,2221,2530,3859,5508,3641,3251,2499,949,2711,2855,3792,3622,4988,1900,3831,803,1467,1957,727,2933,2039,4753,2018,3348,2373,3140,3119,1463,633,5021,2634	36	43
1213	ATXN7L1	222255	Atxn7l1	MGI:3584458						
1214	ATXN7L2	127002	Atxn7l2	MGI:1919772	MP:0002092,MP:0001556,MP:0010123,MP:0020421,MP:0010052		1508,3300,3515,4822,3840		5	
1215	ATXN7L3	56970	Atxn7l3	MGI:3036270	MP:0005621,MP:0010097,MP:0002792,MP:0011965,MP:0011100,MP:0002764,MP:0002075,MP:0001529		1911,2359,5753,1819,3158,1292,4223,806		8	
1216	ATXN7L3B	552889	Atxn7l3b	MGI:1914971						
1217	AUH	549	Auh	MGI:1338011	MP:0005011,MP:0002941,MP:0000157	HP:0002352,HP:0000736,HP:0001285,HP:0001259,HP:0001332,HP:0002059,HP:0002500,HP:0000648,HP:0001257,HP:0000750,HP:0000726,HP:0003535,HP:0001260,HP:0000020,HP:6000577,HP:0001263,HP:0000252,HP:0001508,HP:0001942,HP:0002240,HP:0002073,HP:0001943,HP:0000742,HP:0001347,HP:0002373,HP:0002305,HP:0100543,HP:0001250,HP:0002134,HP:0001251,HP:0002510,HP:0001270	4876,940,2749	3066,42,1456,854,1265,2161,3253,2221,2530,1515,1517,2177,2855,1788,654,3622,847,1900,208,4950,727,3782,866,4753,3850,551,2605,3492,654,3140,4133,3251	3	31
1218	AUNIP	79000	Aunip	MGI:1917135						
1219	AUP1	550	Aup1	MGI:107789						
1220	AURKA	6790	Aurka	MGI:894678	MP:0012431,MP:0004852,MP:0014052,MP:0002718,MP:0000221,MP:0005159,MP:0009237,MP:0009230,MP:0002020,MP:0012121,MP:0005578,MP:0009839,MP:0010767,MP:0009831,MP:0009760,MP:0004207,MP:0002662,MP:0031427,MP:0009761,MP:0008714,MP:0011094,MP:0003111,MP:0003694,MP:0006204,MP:0013293,MP:0001730,MP:0004806,MP:0004024,MP:0003984,MP:0003795,MP:0002674,MP:0004543,MP:0011750,MP:0011100,MP:0000352,MP:0004965,MP:0001147,MP:0010264,MP:0004023,MP:0002216,MP:0001698,MP:0001922,MP:0001926,MP:0004046,MP:0006042,MP:0004760,MP:0008866,MP:0011092,MP:0001935,MP:0002687,MP:0009781,MP:0013292,MP:0002680	HP:0006740,HP:0006716,HP:0005584,HP:0006753,HP:0002891	385,2659,765,559,1291,3501,81,1463,1414,5968,1342,1342,4289,313,6889,1745,6783,313,5848,558,380,1348,5524,2453,3033,882,4871,5217,1890,1978,5093,1524,800,3158,1968,3069,2774,6771,2519,3529,852,5979,1495,1152,1831,6511,3150,884,2836,1613,948,1756,627	87,87,653,87,653	51	2
1221	AURKAIP1	54998	Aurkaip1	MGI:1913327	MP:0011100,MP:0013292		3158,1756		2	
1222	AURKB	9212	Aurkb	MGI:107168	MP:0002718,MP:0002051,MP:0001785,MP:0002020,MP:0003707,MP:0013501,MP:0009760,MP:0001713,MP:0000358,MP:0002083,MP:0008762,MP:0003111,MP:0004025,MP:0001914,MP:0005033,MP:0009591,MP:0001698,MP:0009308,MP:0013504,MP:0005032,MP:0004046,MP:0002085,MP:0002687		559,916,2389,1414,2783,7021,6889,5836,5929,3221,3089,1348,1996,3491,336,1278,852,494,2773,4423,1152,1440,1613		23	
1223	AURKC	6795	Aurkc	MGI:1321119	MP:0009232,MP:0009231,MP:0008898,MP:0001935,MP:0009230	HP:0034309,HP:0003251,HP:0025437	5562,2787,6898,2836,1463	3448,676,4693	5	3
1224	AUTS2	26053	Auts2	MGI:1919847	MP:0001523,MP:0010726,MP:0013840,MP:0005356,MP:0003266,MP:0013877,MP:0001258,MP:0002947,MP:0011087,MP:0006063,MP:0001364,MP:0000282,MP:0003651,MP:0001262,MP:0011100,MP:0013852,MP:0013836,MP:0001488,MP:0011620,MP:0003960,MP:0001417,MP:0006009,MP:0009456,MP:0020351,MP:0014018,MP:0011940	HP:0012443,HP:0001276,HP:0008872,HP:0004283,HP:0000722,HP:0012745,HP:0000248,HP:0001249,HP:0001511,HP:0001631,HP:0002553,HP:0000154,HP:0000508,HP:0002804,HP:0001999,HP:0000028,HP:0000463,HP:0002650,HP:0000574,HP:0000347,HP:0004209,HP:0100021,HP:0025112,HP:0001488,HP:0001257,HP:0001537,HP:0000286,HP:0000316,HP:0000750,HP:0007018,HP:0001290,HP:0010862,HP:0000733,HP:0000278,HP:0100277,HP:0000964,HP:0000431,HP:0000023,HP:0001263,HP:0009183,HP:0000369,HP:0000252,HP:0005274,HP:0001328,HP:0000494,HP:0000520,HP:0009473,HP:0011968,HP:0002002,HP:0006184,HP:0001347,HP:0000729,HP:0005280,HP:0008762,HP:0001760,HP:0000160,HP:0000752,HP:0000582,HP:0001250,HP:0004322,HP:0002803,HP:0012471,HP:0000486,HP:0002808,HP:0000322,HP:0001518,HP:0001627	3357,1567,1551,5297,5506,1336,4150,1797,5425,615,3153,82,4272,828,3158,3326,3504,3449,370,3372,3197,3236,1607,1567,5889,2512	2663,4056,2189,3373,3154,1516,2148,544,1913,2498,2342,3637,136,2627,818,1396,1506,595,3898,2000,3515,2979,3243,3135,2530,5532,3206,3838,1515,2268,5483,757,3423,1747,1207,2468,1806,2506,3622,1157,5295,847,2773,4184,4688,2780,2880,2933,3895,1427,4753,163,2487,2394,3160,1724,3303,3514,3492,76,2116,1284,1064,659,2535,2548,493	25	67
1225	AVEN	57099	Aven	MGI:1921518	MP:0001648,MP:0009142		5024,1169		2	
1226	AVIL	10677	Avil	MGI:1333798	MP:0003203,MP:0001405,MP:0008415,MP:0011101,MP:0004297,MP:0004799,MP:0002734,MP:0001097,MP:0001973,MP:0005166,MP:0000968,MP:0011085,MP:0003043,MP:0003051,MP:0003998,MP:0003651,MP:0000755,MP:0000966,MP:0002229,MP:0000961,MP:0030012,MP:0000965,MP:0000745,MP:0001513,MP:0008770,MP:0005156,MP:0001504,MP:0001093,MP:0003177,MP:0002183,MP:0005405	HP:0003774,HP:0031266,HP:0001967,HP:0012588	4961,5542,3365,5068,2198,2654,4713,6121,3655,4419,730,3190,4375,2977,1262,4272,3315,216,1879,761,4455,1134,3283,2928,648,4277,108,150,2976,5448,1210	407,2649,1299,4905	31	4
1227	AVL9	23080	Avl9	MGI:1926187						
1228	AVP	551	Avp	MGI:88121	MP:0001523,MP:0005013,MP:0002988,MP:0000837,MP:0000222,MP:0011100,MP:0005418,MP:0011085,MP:0001429,MP:0012361,MP:0001762,MP:0011941,MP:0003953,MP:0005568,MP:0005645,MP:0008846	HP:0002014,HP:0001959,HP:0000873,HP:0000938,HP:0003196,HP:0000316,HP:0002171,HP:0000737,HP:0001510,HP:0001254,HP:0001945,HP:0000863,HP:0031429,HP:0000343,HP:0002013,HP:0000445,HP:0001824	3357,5065,3558,779,379,3158,1777,3190,1539,4514,2782,2438,6328,4076,3325,1705	3023,1945,2963,3016,2239,3838,1841,1630,636,1,217,3213,4074,1293,378,1659,158	16	17
1229	AVPI1	60370	Avpi1	MGI:1916784	MP:0003928,MP:0005599,MP:0004738		4653,4235,5756		3	
1230	AVPR1A	552	Avpr1a	MGI:1859216	MP:0001633,MP:0000250,MP:0008432,MP:0009142,MP:0001596,MP:0004184,MP:0008167,MP:0001360,MP:0000639,MP:0008500,MP:0002144,MP:0001629,MP:0010053,MP:0005523,MP:0001364,MP:0008497,MP:0005345,MP:0002490		2857,2841,6031,1169,4509,3581,3772,2681,3039,1744,2202,3187,1768,2681,3153,2714,4351,1160		17	
1231	AVPR1B	553	Avpr1b	MGI:1347010	MP:0002665,MP:0005656,MP:0001360,MP:0002906,MP:0002781,MP:0002664,MP:0002768		676,5229,2681,4040,2821,947,4930		7	
1232	AVPR2	554	Avpr2	MGI:88123	MP:0005528,MP:0006317,MP:0002988,MP:0011467,MP:0003853,MP:0001262,MP:0000519,MP:0005618,MP:0003019,MP:0002136,MP:0011085,MP:0001426,MP:0011471,MP:0005633,MP:0002608,MP:0001762,MP:0000189	HP:0008872,HP:0001959,HP:0001249,HP:0001986,HP:0003351,HP:0012101,HP:0000009,HP:0002902,HP:0000083,HP:0031969,HP:0000737,HP:0004421,HP:0003228,HP:0001263,HP:0000021,HP:0011106,HP:0001561,HP:0001508,HP:0009806,HP:0040085,HP:0010677,HP:0001945,HP:0002017,HP:0011968,HP:0000072,HP:0004906,HP:0002197,HP:0002019,HP:0003158,HP:0000873,HP:0001250,HP:0004322,HP:0000103,HP:0001510,HP:0012605,HP:0002039,HP:0002013,HP:0001955	5812,2571,3558,4925,8,828,862,3040,1164,602,3190,4229,3439,3426,1519,2782,3386	2189,1945,544,351,700,1408,4144,536,3241,4042,1630,271,351,3622,5342,1287,1211,1900,1116,29,4270,217,2567,2933,1842,5178,1210,2119,1682,2963,3492,76,300,636,69,3873,378,4704	17	37
1233	AWAT1	158833	Awat1	MGI:3588200	MP:0001349,MP:0013391,MP:0014131,MP:0005252,MP:0001994,MP:0013386,MP:0001337,MP:0010570		847,326,326,719,2780,847,892,3583		6	
1234	AWAT2	158835	Awat2	MGI:3045345	MP:0001340,MP:0013391,MP:0014131,MP:0010202,MP:0001994,MP:0001219,MP:0014154,MP:0001310,MP:0001337,MP:0001192,MP:0004222,MP:0001851,MP:0005251,MP:0005542,MP:0013192,MP:0011962,MP:0001322,MP:0001314,MP:0005300,MP:0006203,MP:0001944,MP:0013375,MP:0003853,MP:0010699,MP:0002092,MP:0009935,MP:0013386,MP:0001212,MP:0001312,MP:0000538,MP:0013145,MP:0001349,MP:0005252,MP:0006000,MP:0000649,MP:0002941,MP:0008778,MP:0002339,MP:0006193,MP:0005343		697,326,326,2504,2780,2114,892,5390,892,3251,2111,3390,1864,2741,6994,3838,601,1875,2305,2099,2156,529,8,4996,1508,6673,847,113,2830,727,2114,847,719,754,6867,940,6910,2677,2677,636		35	
1235	AXDND1	126859	Axdnd1	MGI:1924602	MP:0001932,MP:0004852,MP:0014052,MP:0001925,MP:0001147,MP:0002687,MP:0009230,MP:0009376		2367,2659,765,3243,2774,1613,1463,915		8	
1236	AXIN1	8312	Axin1	MGI:1096327	MP:0000928,MP:0000435,MP:0011775,MP:0002233,MP:0011098,MP:0003718,MP:0001539,MP:0004623,MP:0001700,MP:0009352,MP:0004187,MP:0001684,MP:0001672,MP:0012174,MP:0002080,MP:0003988,MP:0000784,MP:0000592,MP:0000151,MP:0001258,MP:0001675,MP:0000527,MP:0011259,MP:0012156,MP:0003591,MP:0000520,MP:0003123,MP:0012136,MP:0002111,MP:0004619,MP:0004621,MP:0002759,MP:0003049,MP:0004622,MP:0008762,MP:0002116,MP:0001394,MP:0003984,MP:0000432,MP:0003400,MP:0012104,MP:0012062,MP:0001967,MP:0003047,MP:0000556,MP:0001726,MP:0000111,MP:0011999,MP:0003050,MP:0001698,MP:0003122,MP:0003743,MP:0002084,MP:0002086,MP:0011199,MP:0000585,MP:0004713,MP:0000154,MP:0003722,MP:0000137,MP:0002114,MP:0002085,MP:0000291,MP:0009353,MP:0011092,MP:0003121,MP:0013175,MP:0002152	HP:0012541,HP:5200001,HP:0001629,HP:0001631,HP:0000256,HP:0001402,HP:0000463,HP:0000935,HP:0003015,HP:0002007,HP:0003762,HP:0004618,HP:0000316,HP:0006572,HP:0001385,HP:0012731,HP:0001413,HP:0001643,HP:0001263,HP:0004482,HP:0002079,HP:0000341,HP:0000520,HP:0100670,HP:0000073,HP:0011001,HP:0005280,HP:0000452,HP:0100702,HP:0012444,HP:0002684,HP:0001270,HP:0001302	3749,1142,1472,2592,2117,2642,2994,1247,2060,2273,6536,5050,1183,4635,5162,4438,378,3929,2151,4150,1176,979,6367,6866,466,5202,1478,5232,2252,2124,5353,4594,1472,5765,3089,2436,353,1890,225,55,352,1374,898,760,814,364,2812,3510,2673,852,319,1280,1028,1354,6318,1251,3753,1079,836,93,2887,1440,4177,2273,884,319,2673,3746	5252,3516,2057,2498,3402,724,1506,4373,522,5358,5270,2361,3838,724,3330,3516,2125,189,3622,2417,1529,3289,2780,3591,2273,1705,2487,2376,2677,2899,880,3251,5527	64	31
