gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
ASXL3	ENST00000269197	1097	1.1551e+03	9.4973e-01	5.8807e-05	14607	296	3.6971e+02	8.0062e-01	4842	448	4.4466e+02	1.0075e+00	2.5104e-05	4534	8	3.8629e-06	993	7.2572e+01	1.0000e+00	3.8597e-21	1.5625e-06	1.1024e-01	9.3200e-01	1.0890e+00	9.0300e-01	9.9800e-01	6.4000e-02	1.9900e-01		-1.2454e-01	6.0715e-01	7.0239e+00	1075	0	0	14	5.6982e-05	4.4119e-06	124624	14	0	124638	5.6164e-05	3.9316e-04	6.4750e-05	2.8972e-05	0.0000e+00	5.5642e-05	9.2950e-05	6.3464e-05	0.0000e+00	6.5911e-05	6.4585e-05	2.8962e-05	0.0000e+00	5.5631e-05	9.2820e-05	6.1937e-05	0.0000e+00	6.5357e-05	protein_coding	ENSG00000141431	2	6744	12	protein_coding	172578	9.9998e-01	3	4.3062e+01	6.9667e-02	NA	18	31158579	31331156
PA2G4	ENST00000303305	74	2.2155e+02	3.3401e-01	1.1284e-05	2619	6	5.3461e+01	1.1223e-01	715	65	8.0117e+01	8.1131e-01	4.2662e-06	715	1	1.1722e-06	289	2.3850e+01	9.9876e-01	3.2222e-09	1.2406e-03	4.1928e-02	6.6300e-01	9.9700e-01	2.7600e-01	4.0500e-01	1.4000e-02	1.9900e-01		1.3276e+00	3.5227e+00	4.3358e+00	1076	0	0	2	8.4213e-06	4.4442e-06	125745	2	0	125747	7.9525e-06	7.9525e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8347e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7580e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000170515	2	1182	13	protein_coding	9589	9.9800e-01	0	1.7885e+01	0.0000e+00	NA	12	56498103	56507691
DLGAP2	ENST00000421627	711	6.4006e+02	1.1108e+00	4.4224e-05	6275	226	2.5455e+02	8.8786e-01	2445	422	3.0095e+02	1.4022e+00	2.5332e-05	1864	3	1.9916e-06	429	3.9059e+01	9.9989e-01	3.9134e-13	1.1381e-04	7.6806e-02	1.2940e+00	1.5200e+00	1.0440e+00	1.1820e+00	3.4000e-02	1.9900e-01	syn_outlier	-5.4849e+00	-9.9638e-01	5.3466e+00	1077	0	0	3	1.2114e-05	4.0516e-06	124648	3	0	124651	1.2034e-05	1.8051e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.5624e-05	0.0000e+00	1.8082e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.5625e-05	0.0000e+00	1.7695e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198010	2	2925	11	protein_coding	207111	9.5040e-01	3	2.2396e+01	1.3395e-01	NA	8	1449532	1656642
MPPED2	ENST00000358117	98	1.7153e+02	5.7131e-01	9.1978e-06	1933	34	7.3740e+01	4.6108e-01	789	64	7.0402e+01	9.0906e-01	4.4061e-06	569	0	7.8574e-07	164	1.4993e+01	9.9349e-01	9.1131e-07	6.5139e-03	0.0000e+00	7.4200e-01	1.1190e+00	4.8400e-01	6.7600e-01	0.0000e+00	1.9900e-01		5.9978e-01	1.9952e+00	3.5881e+00	1078	0	0	1	3.9774e-06	3.9774e-06	125709	1	0	125710	3.9774e-06	1.9887e-06	0.0000e+00	0.0000e+00	9.9265e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.9270e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000066382	2	882	6	protein_coding	202380	9.7057e-01	0	1.0623e+01	0.0000e+00	NA	11	30406040	30608419
CPSF7	ENST00000340437	187	3.1655e+02	5.9074e-01	1.8854e-05	3309	66	1.3584e+02	4.8586e-01	1360	94	1.1386e+02	8.2555e-01	5.9465e-06	1115	1	1.5711e-06	240	2.3794e+01	9.9873e-01	3.3926e-09	1.2671e-03	4.2028e-02	6.9800e-01	9.8000e-01	5.2300e-01	6.6700e-01	1.4000e-02	1.9900e-01		1.4633e+00	2.5875e+00	4.3302e+00	1079	0	0	2	7.9704e-06	3.9936e-06	125733	2	0	125735	7.9533e-06	7.9533e-06	6.1576e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7915e-06	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7908e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000149532	2	1542	9	protein_coding	27383	9.9133e-01	1	1.8353e+01	5.4486e-02	NA	11	61170121	61197503
VCAN	ENST00000265077	1708	1.7242e+03	9.9060e-01	8.9614e-05	22173	291	3.7008e+02	7.8632e-01	4484	637	6.3129e+02	1.0090e+00	3.5234e-05	6862	13	5.1026e-06	1490	1.0398e+02	1.0000e+00	2.5921e-28	4.7146e-08	1.2503e-01	9.4500e-01	1.0770e+00	9.5100e-01	1.0310e+00	8.0000e-02	1.9900e-01		-1.7851e-01	1.3865e-01	8.2678e+00	1080	0	0	2	7.9669e-06	3.9854e-06	125636	2	0	125638	7.9594e-06	7.9594e-06	6.1523e-05	2.8944e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.1518e-05	2.8939e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000038427	2	10188	14	protein_coding	110839	9.9975e-01	8	5.8729e+01	1.3622e-01	NA	5	82767284	82878122
PAX8	ENST00000429538	239	2.7568e+02	8.6693e-01	1.7396e-05	2877	70	1.1237e+02	6.2295e-01	1117	130	1.1845e+02	1.0975e+00	8.2657e-06	914	1	1.3828e-06	247	2.3701e+01	9.9869e-01	3.6899e-09	1.3115e-03	4.2191e-02	9.5100e-01	1.2700e+00	7.7900e-01	9.6500e-01	1.4000e-02	2.0000e-01		-8.3425e-01	7.8514e-01	4.3210e+00	1081	0	0	4	1.6144e-05	4.0713e-06	124862	4	0	124866	1.6017e-05	3.2035e-05	0.0000e+00	2.8959e-05	9.9305e-05	0.0000e+00	4.6838e-05	9.0033e-06	0.0000e+00	0.0000e+00	0.0000e+00	2.8954e-05	9.9290e-05	0.0000e+00	4.6375e-05	8.8238e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000125618	2	1350	11	protein_coding	62954	9.0212e-01	2	1.6031e+01	1.2476e-01	NA	2	113973574	114036527
PRKCE	ENST00000306156	231	4.5829e+02	5.0404e-01	2.7045e-05	4872	42	1.8562e+02	2.2627e-01	2024	184	1.8299e+02	1.0055e+00	1.1836e-05	1377	3	1.9547e-06	435	3.8819e+01	9.9988e-01	4.8698e-13	1.2449e-04	7.7281e-02	8.9100e-01	1.1360e+00	4.5200e-01	5.6200e-01	3.4000e-02	2.0000e-01		-5.8903e-02	3.7729e+00	5.3274e+00	1082	0	0	6	2.5340e-05	4.2451e-06	118851	5	0	118856	2.1034e-05	5.2586e-05	6.6428e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.5616e-05	3.5868e-05	0.0000e+00	0.0000e+00	6.5166e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.5561e-05	2.6816e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000171132	2	2211	15	protein_coding	536646	9.9989e-01	0	2.5684e+01	0.0000e+00	NA	2	45878484	46415129
KCTD16	ENST00000507359	191	2.4530e+02	7.7864e-01	1.3850e-05	2806	71	1.0119e+02	7.0168e-01	1093	101	9.3215e+01	1.0835e+00	5.1499e-06	831	0	8.5916e-07	187	1.4913e+01	9.9329e-01	9.7993e-07	6.7102e-03	0.0000e+00	9.2100e-01	1.2780e+00	6.9100e-01	8.7800e-01	0.0000e+00	2.0000e-01		-6.3383e-01	1.2320e+00	3.5785e+00	1083	0	0	1	3.9874e-06	3.9874e-06	125393	1	0	125394	3.9874e-06	1.9937e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.4454e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4456e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000183775	2	1284	2	protein_coding	314854	9.5997e-01	0	9.7738e+00	0.0000e+00	NA	5	143550396	143865249
KIF4A	ENST00000374403	300	4.5335e+02	6.6174e-01	3.5299e-05	8131	51	1.2298e+02	4.1469e-01	2353	150	1.6198e+02	9.2601e-01	1.2057e-05	2268	5	4.2238e-06	871	5.2534e+01	9.9998e-01	2.3052e-16	1.9951e-05	9.5177e-02	8.1000e-01	1.0600e+00	6.0100e-01	7.2800e-01	4.9000e-02	2.0000e-01		7.4020e-01	2.5594e+00	6.0772e+00	1084	0	0	6	4.4249e-05	1.6772e-05	125736	7	1	125744	3.1811e-05	1.2725e-04	0.0000e+00	0.0000e+00	1.3367e-04	7.2176e-05	0.0000e+00	7.4163e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.9211e-05	5.4367e-05	0.0000e+00	5.2740e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000090889	2	3696	30	protein_coding	130804	9.9997e-01	2	3.7801e+01	5.2908e-02	NA	X	69509879	69640682
DAB2IP	ENST00000259371	522	6.9750e+02	7.4839e-01	4.6525e-05	7266	246	3.7362e+02	6.5842e-01	3871	340	3.1611e+02	1.0756e+00	2.2892e-05	2322	4	2.2057e-06	534	4.5687e+01	9.9995e-01	1.0492e-14	4.9639e-05	8.7552e-02	9.8300e-01	1.1770e+00	6.9600e-01	8.0500e-01	4.2000e-02	2.0000e-01		-1.0562e+00	2.3614e+00	5.7151e+00	1085	0	0	7	2.8040e-05	4.0278e-06	125738	7	0	125745	2.7834e-05	9.7422e-05	0.0000e+00	8.6997e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5376e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.6739e-05	0.0000e+00	0.0000e+00	0.0000e+00	3.5159e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000136848	3	3396	17	protein_coding	218474	9.9965e-01	1	2.6974e+01	3.7073e-02	NA	9	124329336	124547809
SIPA1L3	ENST00000222345	1018	1.1673e+03	8.7207e-01	8.0531e-05	11499	296	4.1029e+02	7.2144e-01	4033	555	5.3559e+02	1.0362e+00	4.2143e-05	3721	7	3.5154e-06	715	6.5884e+01	1.0000e+00	1.5207e-19	3.6639e-06	1.0625e-01	9.6600e-01	1.1120e+00	8.2700e-01	9.1800e-01	5.9000e-02	2.0000e-01		-6.5913e-01	1.5533e+00	6.7224e+00	1086	0	0	22	1.4863e-04	2.3980e-05	125714	34	0	125748	1.3520e-04	2.2986e-03	6.9560e-05	1.1870e-04	4.0272e-04	5.4771e-05	0.0000e+00	1.9063e-04	3.5249e-04	9.8635e-05	6.1518e-05	1.1564e-04	3.9690e-04	5.4367e-05	0.0000e+00	1.7581e-04	1.6288e-04	9.7993e-05	protein_coding	ENSG00000105738	2	5343	20	protein_coding	301145	9.9968e-01	5	4.4810e+01	1.1158e-01	NA	19	38397868	38699012
TOX	ENST00000361421	240	2.9837e+02	8.0436e-01	1.4840e-05	3473	103	1.4672e+02	7.0201e-01	1767	102	1.1756e+02	8.6765e-01	6.9206e-06	1018	1	1.1098e-06	269	2.3707e+01	9.9869e-01	3.6718e-09	1.3089e-03	4.2182e-02	7.3800e-01	1.0230e+00	7.2300e-01	8.9500e-01	1.4000e-02	2.0000e-01		1.1280e+00	1.2009e+00	4.3216e+00	1087	0	0	2	8.3202e-06	4.3064e-06	125319	2	0	125321	7.9795e-06	7.9796e-06	6.2453e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3159e-05	6.1540e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2712e-05	protein_coding	ENSG00000198846	2	1578	9	protein_coding	313791	8.9297e-01	2	1.5764e+01	1.2687e-01	NA	8	59717977	60031767
NTNG2	ENST00000393229	191	3.4415e+02	5.5498e-01	2.3302e-05	3434	81	1.5973e+02	5.0711e-01	1499	134	1.5186e+02	8.8240e-01	1.1354e-05	1043	1	1.0990e-06	252	2.3640e+01	9.9866e-01	3.9034e-09	1.3422e-03	4.2302e-02	7.6600e-01	1.0180e+00	4.9200e-01	6.2600e-01	1.4000e-02	2.0100e-01		1.1391e+00	2.9337e+00	4.3149e+00	1088	0	0	5	2.0528e-05	4.3050e-06	125643	5	0	125648	1.9897e-05	4.9743e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0919e-04	1.7763e-05	0.0000e+00	3.4214e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2409e-05	1.7602e-05	0.0000e+00	3.2665e-05	protein_coding	ENSG00000196358	2	1590	7	protein_coding	82588	8.2958e-01	2	1.4325e+01	1.3962e-01	NA	9	135037334	135119921
CLASP2	ENST00000468888	466	7.6795e+02	6.0681e-01	3.9701e-05	9745	210	3.9748e+02	5.2833e-01	5163	263	2.6577e+02	9.8958e-01	1.2921e-05	2948	10	5.0747e-06	1037	8.4188e+01	1.0000e+00	1.2360e-23	5.4886e-07	1.1878e-01	8.9400e-01	1.0960e+00	5.6200e-01	6.5500e-01	7.2000e-02	2.0100e-01		1.3351e-01	3.8720e+00	7.4925e+00	1089	0	0	13	5.9473e-05	8.6725e-06	124640	14	0	124654	5.6157e-05	3.9311e-04	0.0000e+00	9.0000e-05	0.0000e+00	0.0000e+00	9.3163e-05	7.5062e-05	0.0000e+00	3.8376e-05	0.0000e+00	8.6890e-05	0.0000e+00	0.0000e+00	9.2820e-05	7.0770e-05	0.0000e+00	3.2678e-05	protein_coding	ENSG00000163539	2	4542	39	protein_coding	222112	9.9995e-01	7	5.8531e+01	1.1959e-01	NA	3	33537737	33759848
HERC2	ENST00000261609	2105	2.7589e+03	7.6300e-01	1.7387e-04	31256	422	9.0286e+02	4.6741e-01	9744	1257	1.1488e+03	1.0942e+00	8.1988e-05	9783	36	1.2315e-05	2743	2.3631e+02	1.0000e+00	1.6718e-56	4.4909e-13	1.5234e-01	1.0440e+00	1.1460e+00	7.3500e-01	7.9100e-01	1.1600e-01	2.0100e-01		-2.5100e+00	4.4237e+00	1.2075e+01	1090	0	0	53	3.4477e-04	1.0843e-04	125665	83	0	125748	3.3008e-04	1.3701e-02	1.2517e-03	5.0853e-04	3.9824e-04	3.9520e-04	3.1699e-04	2.0364e-04	0.0000e+00	2.9938e-04	1.2311e-03	4.9156e-04	3.9690e-04	3.2625e-04	1.8479e-04	2.0218e-04	0.0000e+00	2.9401e-04	protein_coding	ENSG00000128731	2	14502	92	protein_coding	211113	1.0000e+00	14	1.6396e+02	8.5384e-02	NA	15	28356186	28567298
DCAF8	ENST00000368073	191	3.5921e+02	5.3173e-01	2.1341e-05	3940	13	6.5690e+01	1.9790e-01	765	109	1.2900e+02	8.4498e-01	6.8639e-06	1137	2	1.7953e-06	339	3.1312e+01	9.9960e-01	4.0451e-11	3.9646e-04	6.3873e-02	7.2300e-01	9.9100e-01	4.7200e-01	6.0000e-01	2.5000e-02	2.0100e-01		1.3841e+00	3.1538e+00	4.8541e+00	1091	0	0	4	1.5977e-05	4.0299e-06	125741	4	0	125745	1.5905e-05	3.1811e-05	6.5377e-05	2.8923e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7604e-05	0.0000e+00	0.0000e+00	6.1518e-05	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7580e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000132716	2	1791	12	protein_coding	69416	9.9973e-01	0	2.3243e+01	0.0000e+00	NA	1	160185505	160254920
STIP1	ENST00000305218	223	3.1957e+02	6.9782e-01	1.8246e-05	3605	40	9.6937e+01	4.1264e-01	1096	136	1.2015e+02	1.1319e+00	7.0604e-06	957	3	2.5633e-06	402	3.8603e+01	9.9987e-01	5.9309e-13	1.3499e-04	7.7714e-02	9.8400e-01	1.3050e+00	6.2500e-01	7.8000e-01	3.4000e-02	2.0100e-01		-1.1365e+00	1.9196e+00	5.3100e+00	1092	0	0	4	1.5906e-05	3.9772e-06	125744	4	0	125748	1.5905e-05	3.1810e-05	0.0000e+00	2.8908e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7582e-05	0.0000e+00	3.2663e-05	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7579e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000168439	2	1629	14	protein_coding	19272	9.9989e-01	1	2.9999e+01	3.3334e-02	NA	11	63952744	63972015
ACIN1	ENST00000262710	601	7.7324e+02	7.7725e-01	4.7806e-05	8583	180	2.7283e+02	6.5975e-01	2948	306	2.7815e+02	1.1001e+00	1.4056e-05	2746	8	4.6584e-06	801	7.1987e+01	1.0000e+00	6.5751e-21	1.9444e-06	1.1113e-01	1.0010e+00	1.2090e+00	7.2600e-01	8.3100e-01	6.4000e-02	2.0100e-01		-1.3128e+00	2.2011e+00	6.9885e+00	1093	0	0	17	1.6358e-04	7.9698e-05	125707	41	0	125748	1.6304e-04	3.3425e-03	6.1516e-05	2.8920e-05	0.0000e+00	2.1756e-04	1.3871e-04	2.1177e-04	3.2690e-04	1.9767e-04	6.1518e-05	2.8909e-05	0.0000e+00	2.1749e-04	1.3859e-04	2.1097e-04	3.2579e-04	1.9600e-04	protein_coding	ENSG00000100813	2	4023	19	protein_coding	37051	1.0000e+00	4	5.4655e+01	7.3187e-02	NA	14	23527773	23564823
HSPA8	ENST00000534624	119	3.5567e+02	3.3458e-01	1.7729e-05	4258	25	1.1964e+02	2.0896e-01	1612	222	1.2225e+02	1.8159e+00	5.8189e-06	1279	1	1.2607e-06	291	2.3577e+01	9.9863e-01	4.1337e-09	1.3741e-03	4.2415e-02	1.6220e+00	1.9660e+00	2.8700e-01	3.9000e-01	1.4000e-02	2.0100e-01	syn_outlier	-7.0914e+00	4.4595e+00	4.3086e+00	1094	0	0	10	4.0121e-05	4.2980e-06	125740	7	0	125747	2.7834e-05	9.7421e-05	6.2869e-05	0.0000e+00	9.9265e-05	0.0000e+00	4.7165e-05	5.2783e-05	0.0000e+00	3.2663e-05	6.1518e-05	0.0000e+00	9.9211e-05	0.0000e+00	4.6195e-05	2.6370e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000109971	2	1938	8	protein_coding	5742	9.9788e-01	0	1.7731e+01	0.0000e+00	NA	11	122928197	122933938
RPL6	ENST00000424576	129	1.6647e+02	7.7489e-01	9.4029e-06	1854	26	3.9472e+01	6.5869e-01	542	67	6.3051e+01	1.0626e+00	3.7256e-06	575	0	9.9190e-07	177	1.4903e+01	9.9326e-01	9.8909e-07	6.7358e-03	0.0000e+00	8.7200e-01	1.3020e+00	6.7100e-01	8.9700e-01	0.0000e+00	2.0100e-01		-3.9098e-01	1.0321e+00	3.5773e+00	1095	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000089009	2	864	6	protein_coding	13649	9.8829e-01	0	1.3133e+01	0.0000e+00	NA	12	112842994	112856642
SETDB1	ENST00000271640	434	7.4104e+02	5.8566e-01	4.2370e-05	8483	120	3.5029e+02	3.4257e-01	4030	275	2.6713e+02	1.0294e+00	1.4118e-05	2536	7	4.0209e-06	707	6.5356e+01	1.0000e+00	2.4591e-19	4.4631e-06	1.0710e-01	9.3200e-01	1.1380e+00	5.4000e-01	6.3400e-01	6.0000e-02	2.0100e-01		-3.7827e-01	4.0082e+00	6.6890e+00	1096	0	0	10	4.7770e-05	1.1932e-05	125736	12	0	125748	4.7716e-05	2.8630e-04	0.0000e+00	2.9088e-05	0.0000e+00	5.4366e-05	4.6215e-05	7.0407e-05	0.0000e+00	3.2710e-05	0.0000e+00	2.8909e-05	0.0000e+00	5.4367e-05	4.6195e-05	7.0320e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000143379	2	3873	21	protein_coding	38475	1.0000e+00	3	4.8235e+01	6.2196e-02	NA	1	150898739	150937213
NFIA	ENST00000371189	158	3.2087e+02	4.9242e-01	1.8052e-05	3571	44	1.3752e+02	3.1996e-01	1539	123	1.2140e+02	1.0132e+00	6.9690e-06	1123	2	2.0179e-06	323	3.1242e+01	9.9959e-01	4.3122e-11	4.0701e-04	6.4017e-02	8.7400e-01	1.1770e+00	4.3200e-01	5.6200e-01	2.5000e-02	2.0200e-01		-1.1401e-01	3.2310e+00	4.8479e+00	1097	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000162599	2	1662	12	protein_coding	597535	9.9956e-01	0	2.1907e+01	0.0000e+00	NA	1	61330931	61928465
RNF220	ENST00000355387	234	3.5132e+02	6.6605e-01	2.1412e-05	3696	70	1.3408e+02	5.2207e-01	1318	137	1.3730e+02	9.9782e-01	8.3976e-06	1128	2	1.6037e-06	339	3.1126e+01	9.9958e-01	4.7912e-11	4.2499e-04	6.4254e-02	8.6800e-01	1.1500e+00	5.9800e-01	7.4200e-01	2.5000e-02	2.0200e-01		2.0037e-02	2.2243e+00	4.8377e+00	1098	0	0	5	3.9857e-05	2.3872e-05	125737	9	0	125746	3.5787e-05	1.6104e-04	0.0000e+00	0.0000e+00	6.9736e-04	0.0000e+00	0.0000e+00	2.6520e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.9482e-04	0.0000e+00	0.0000e+00	1.7580e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000187147	2	1698	14	protein_coding	246531	9.9928e-01	1	2.5020e+01	3.9968e-02	NA	1	44870866	45117396
JPH3	ENST00000284262	511	4.9114e+02	1.0404e+00	3.6015e-05	4745	118	1.5196e+02	7.7654e-01	1345	324	2.2650e+02	1.4304e+00	1.7790e-05	1526	1	1.0089e-06	275	2.3429e+01	9.9855e-01	4.7271e-09	1.4518e-03	4.2681e-02	1.3050e+00	1.5680e+00	9.6700e-01	1.1190e+00	1.4000e-02	2.0200e-01	syn_outlier	-5.0923e+00	-3.1841e-01	4.2939e+00	1099	0	0	1	4.4775e-06	4.4775e-06	111669	1	0	111670	4.4775e-06	2.2387e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0137e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0137e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000154118	2	2244	5	protein_coding	96322	9.8618e-01	0	1.2684e+01	0.0000e+00	NA	16	87635441	87731762
CACNA1I	ENST00000402142	712	1.2055e+03	5.9062e-01	7.5869e-05	14276	95	1.9811e+02	4.7953e-01	2030	577	5.3346e+02	1.0816e+00	3.6485e-05	4536	10	4.2478e-06	938	8.3799e+01	1.0000e+00	1.7610e-23	6.3472e-07	1.1933e-01	1.0090e+00	1.1590e+00	5.5400e-01	6.2800e-01	7.3000e-02	2.0200e-01		-1.4818e+00	5.0511e+00	7.4705e+00	1100	0	0	10	6.1193e-05	1.2317e-05	124684	14	0	124698	5.6137e-05	3.9297e-04	0.0000e+00	8.7187e-05	0.0000e+00	6.0775e-05	1.3937e-04	6.2845e-05	0.0000e+00	3.2680e-05	0.0000e+00	8.6890e-05	0.0000e+00	5.5631e-05	1.3923e-04	5.3062e-05	0.0000e+00	3.2678e-05	protein_coding	ENSG00000100346	2	6669	37	protein_coding	118985	1.0000e+00	4	5.5579e+01	7.1970e-02	NA	22	39966758	40085742
RFWD2	ENST00000367669	222	3.5642e+02	6.2287e-01	1.7142e-05	4799	25	1.1084e+02	2.2554e-01	1456	131	1.2941e+02	1.0123e+00	6.1418e-06	1344	4	2.6456e-06	520	4.5384e+01	9.9994e-01	1.3831e-14	5.5600e-05	8.8137e-02	8.7700e-01	1.1700e+00	5.5700e-01	6.9600e-01	4.2000e-02	2.0200e-01		-1.0962e-01	2.5301e+00	5.6925e+00	1101	0	0	7	4.5981e-05	1.6876e-05	125708	11	0	125719	4.3749e-05	2.4063e-04	0.0000e+00	2.9119e-05	0.0000e+00	0.0000e+00	9.2978e-05	7.3377e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8917e-05	0.0000e+00	0.0000e+00	9.2400e-05	7.0343e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000143207	2	2193	20	protein_coding	262663	9.9857e-01	4	3.6412e+01	1.0985e-01	NA	1	175913967	176176629
STAT5A	ENST00000345506	294	4.7412e+02	6.2009e-01	2.9921e-05	5220	74	1.4529e+02	5.0931e-01	1581	181	2.0190e+02	8.9650e-01	1.3150e-05	1527	4	2.2231e-06	475	4.5372e+01	9.9994e-01	1.3986e-14	5.5856e-05	8.8160e-02	7.9300e-01	1.0140e+00	5.6300e-01	6.8300e-01	4.2000e-02	2.0200e-01		1.1560e+00	2.9396e+00	5.6916e+00	1102	0	0	13	5.2376e-05	4.1971e-06	125734	13	0	125747	5.1692e-05	3.3601e-04	6.2438e-05	0.0000e+00	0.0000e+00	5.4443e-05	0.0000e+00	8.0328e-05	0.0000e+00	6.6188e-05	6.1518e-05	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	7.9110e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000126561	2	2382	18	protein_coding	24397	9.9987e-01	1	2.9526e+01	3.3869e-02	NA	17	40439565	40463961
