gene_name	ihs
AL136303.1	
AL136376.1	2.939
AL136380.1	0.465
AL136419.6	0.46
AL136531.1	-0.184
AL136967.1	4.407
AL136985.1	1.907
AL136987.1	1.808
AL137002.1	1.032
AL137019.1	2.679
AL137024.1	
AL137026.1	2.143
AL137059.1	
AL137118.1	1.427
AL137190.1	2.982
AL137798.1	2.169
AL137846.1	
AL138479.3	1.797
AL138498.1	2.643
AL138706.1	
AL138710.1	0.658
AL138764.1	0.713
AL138815.1	0.826
AL138815.2	
AL138834.1	1.063
AL138837.1	1.429
AL138847.1	
AL138919.1	3.156
AL138925.1	-1.337
AL138930.2	-0.952
AL138935.1	-0.28
AL138963.1	1.95
AL138999.1	0.905
AL139022.1	
AL139080.1	3.563
AL139099.1	1.305
AL139147.1	2.276
AL139151.1	3.304
AL139319.1	1.371
AL139333.1	
AL139377.1	0.909
AL139385.1	0.878
AL139429.1	
AL139812.1	1.805
AL139815.1	1.34
AL139819.1	0.764
AL139821.1	2.452
AL157359.3	2.522
AL157359.4	2.2
AL157392.1	-0.184
AL157407.1	
AL157702.1	2.908
AL157775.1	4.938
AL157788.1	1.634
AL157830.1	5.721
AL157871.1	1.294
AL157871.2	0.81
AL157883.1	2.707
AL157884.1	2.361
AL157902.3	2.071
AL157904.1	3.662
AL157931.1	2.888
AL158069.1	0.833
AL158077.1	2.676
AL158091.1	1.517
AL158111.1	2.205
AL158147.1	2.002
AL158147.2	
AL158150.1	-0.866
AL158151.1	2.28
AL158154.1	3.41
AL158155.1	
AL159140.1	1.555
AL159977.1	1.665
AL160037.1	0.066
AL160056.1	2.784
AL160175.1	
AL160269.1	
AL160274.1	-0.831
AL160275.1	
AL160279.1	1.965
AL160286.1	2.043
AL160471.6	1.446
AL161421.1	1.843
AL161450.1	1.428
AL161452.1	2.355
AL161626.1	1.596
AL161645.1	
AL161645.2	2.368
AL161652.1	1.69
AL161668.5	2.078
AL161669.1	0.809
AL161723.1	4.084
AL161731.1	1.544
AL161740.1	
AL161751.1	1.54
AL161784.1	0.652
AL161793.1	
AL161898.1	-0.041
AL161908.1	1.454
AL161915.1	0.957
AL162151.3	6.083
AL162151.4	4.156
AL162389.1	2.766
AL162407.1	0.787
AL162419.1	2.586
AL162424.1	1.267
AL162431.1	0.865
AL162458.1	
AL162497.1	
AL162511.1	2.48
AL162571.1	1.565
AL162574.1	1.264
AL162614.1	-0.946
AL162711.1	
AL162759.1	1.19
AL162853.1	1.524
AL163636.6	
AL163760.1	2.234
AL163952.1	1.999
AL163952.2	1.277
AL163953.2	0.187
AL163953.3	4.137
AL353583.1	
AL353662.2	
AL353662.3	0.884
AL353664.1	3.189
AL353671.1	
AL353671.2	
AL353671.3	1.261
AL353671.4	1.061
AL353698.1	1.228
AL353707.1	3.149
AL353751.1	-0.597
AL353803.1	4.945
AL353805.1	1.52
AL353898.1	
AL353898.2	1.373
AL353898.3	-0.283
AL354720.1	1.96
AL354732.1	-0.714
AL354741.1	2.333
AL354775.1	1.532
AL354806.1	2.895
AL354808.1	
AL354808.2	1.405
AL354896.1	-0.712
AL354898.1	1.894
AL354928.1	
AL354933.1	0.61
AL354936.1	3.013
AL354981.1	0.636
AL354984.1	1.916
AL354984.2	1.427
AL354984.3	2.055
AL354993.1	0.815
AL355149.2	2.212
AL355353.1	1.711
AL355390.1	2.246
AL355490.1	0.257
AL355490.2	0.706
AL355512.1	
AL355512.2	-0.413
AL355531.1	-0.671
AL355531.2	0.313
AL356131.1	1.896
AL356137.1	1.99
AL356140.1	2.537
AL356154.1	3.605
AL356214.1	2.95
AL356215.1	3.342
AL356261.1	
AL356309.1	1.683
AL356310.1	
AL356356.1	0.566
AL356458.1	2.745
AL356475.1	1.07
AL356479.1	2.098
AL356693.1	3.623
AL356739.1	4.94
AL356740.1	0.074
AL356865.1	1.086
AL356865.2	2.439
AL357060.1	1.07
AL357153.1	1.551
AL357514.1	0.872
AL357519.1	4.847
AL357519.2	3.22
AL357673.1	0.444
AL357932.1	3.263
AL357936.1	1.111
AL358113.1	-0.663
AL358133.1	2.757
AL358134.2	3.282
AL358333.1	-1.665
AL358340.1	0.43
AL358354.1	2.339
AL358781.1	
AL358813.2	
AL358813.3	
AL358815.1	-1.22
AL359091.1	
AL359091.2	2.432
AL359538.1	1.14
AL359546.1	2.029
AL359552.1	1.903
AL359693.1	
AL359709.1	3.484
AL359709.2	3.831
AL359753.1	1.22
AL359757.1	3.388
AL359771.1	1.44
AL359815.1	-0.016
AL359832.1	0.057
AL359851.1	0.591
AL359853.1	1.696
AL359878.1	1.737
AL359987.1	3.314
AL360004.1	1.961
AL360007.1	2.185
AL360078.1	1.71
AL360176.1	1.014
AL360181.1	-1.625
AL360297.1	
AL365181.1	2.109
AL365202.1	2.348
AL365331.2	2.183
AL365361.1	1.109
AL365502.1	-0.806
AL390036.1	2.41
AL390119.1	1.815
AL390240.1	0.446
AL390335.1	3.771
AL390778.1	2.737
AL390877.1	1.666
AL390966.1	1.512
AL391005.1	2.59
AL391056.1	1.36
AL391117.1	3.726
AL391152.1	2.437
AL391261.1	1.861
AL391319.1	-0.365
AL391357.1	0.341
AL391375.1	1.999
AL391384.1	
AL391416.1	1.466
AL391417.1	2.934
AL391421.1	-0.196
AL391538.1	3.079
AL391559.1	3.04
AL391650.1	1.211
AL391803.1	1.118
AL391839.1	-0.368
AL391867.1	5.395
AL392086.1	
AL392111.1	0.905
AL441883.1	0.951
AL442639.1	6.258
AL445074.1	2.012
AL445199.1	-0.11
AL445204.1	2.243
AL445258.1	2.292
AL445384.1	2.514
AL445523.1	1.725
AL445665.2	
AL445675.1	3.557
AL445989.1	1.844
AL449083.1	2.919
AL450226.2	0.523
AL450244.1	2.829
AL450307.1	2.277
AL450307.2	5.947
AL450423.1	2.489
AL450992.2	1.744
AL450992.6	0.526
AL451051.1	1.749
AL451105.1	-1.404
AL512359.1	1.73
AL512505.1	2.283
AL512635.1	4.077
AL512638.1	1.232
AL512640.1	3.858
AL512652.1	1.044
AL512655.1	4.06
AL512791.1	1.197
AL513123.1	2.022
AL513327.1	0.601
AL513344.1	2.106
AL513477.1	1.186
AL513478.1	
AL513487.1	3.156
AL583784.1	2.376
AL583828.1	0.993
AL589642.1	1.207
AL589663.1	1.304
AL589685.1	-0.951
AL589736.1	1.265
AL589739.1	
AL589743.1	
AL589765.1	0.888
AL589947.1	2.488
AL589986.2	0.259
AL590084.1	0.511
AL590113.1	
AL590226.1	1.998
AL590285.1	3.074
AL590369.1	1.299
AL590391.1	
AL590403.1	-1.567
AL590452.1	
AL590483.1	1.484
AL590489.1	-1.517
AL590558.1	4.038
AL590560.1	2.292
AL590639.1	0.809
AL590683.1	1.416
AL590683.2	2.049
AL590684.1	2.644
AL590703.1	-0.866
AL590708.2	
AL590710.1	0.504
AL590714.1	0.491
AL590726.1	
AL590726.2	2.063
AL590762.6	0.727
AL590762.7	1.235
AL590763.1	1.602
AL590763.5	0.23
AL590787.1	
AL590812.1	
AL590822.1	1.05
AL590822.2	1.944
AL590867.1	2.64
AL590874.1	4.212
AL591025.1	1.544
AL591034.1	1.997
AL591069.1	
AL591377.1	-0.226
AL591415.1	2.598
AL591471.1	
AL591516.1	
AL591516.2	-1.528
AL591516.3	0.19
AL591516.4	
AL591668.1	0.344
AL591704.5	1.516
AL591708.1	1.563
AL591925.1	3.71
AL592063.1	2.634
AL592205.1	5.69
AL592205.2	1.927
AL592284.1	
AL592294.1	1.607
AL592310.1	
AL592528.1	0.549
AL596092.1	1.611
AL596137.1	-0.472
AL596220.1	
AL596268.1	1.649
AL596329.1	3.948
AL596330.1	
AL603632.1	3.19
AL603650.2	3.104
AL603650.3	2.773
AL603650.4	1.848
AL603766.1	1.088
AL606500.1	-0.531
AL606519.1	4.962
AL606923.1	3.403
AL607076.1	3.061
AL611946.1	0.43
AL626787.1	1.308
AL627171.1	1.953
AL627171.2	
AL645608.1	
AL645728.1	1.042
AL645728.2	1.603
AL645728.3	1.987
AL645730.2	-0.976
AL645819.1	3.831
AL645859.1	
AL645941.1	0.356
AL645944.1	2.011
AL646016.1	1.222
AL662890.1	4.179
AL662890.3	1.738
AL669914.1	2.433
AL671972.1	3.156
AL672294.1	2.669
AL672296.1	
AL691452.1	
AL691479.1	1.849
AL713997.1	0.789
AL731561.2	
AL773604.8	1.018
AL807752.1	0.954
AL844165.1	-0.672
AL845321.1	
AL928654.1	
AL928874.1	
AL929472.1	-1.202
AL953885.1	1.298
AL954742.1	0.769
ALAD	1.425
ALAS1	1.462
ALAS2	2.129
ALB	2.005
ALCAM	5.094
ALDH16A1	2.141
ALDH18A1	4.756
ALDH1A1	2.974
ALDH1A2	5.47
ALDH1A3	2.633
ALDH1B1	2.053
ALDH1L1	2.538
ALDH1L1-AS1	1.239
ALDH1L1-AS2	1.79
ALDH1L2	2.291
ALDH2	2.939
ALDH3A1	1.66
ALDH3A2	1.413
ALDH3B1	0.998
ALDH3B2	1.456
ALDH4A1	4.199
ALDH5A1	5.729
ALDH6A1	3.827
ALDH7A1	2.642
ALDH7A1P1	0.096
ALDH7A1P2	-0.263
ALDH7A1P3	3.008
ALDH7A1P4	1.944
ALDH8A1	1.627
ALDH9A1	1.36
ALDOA	1.367
ALDOAP1	3.248
ALDOAP2	0.617
ALDOB	2.112
ALDOC	2.909
ALG1	3.141
ALG10	1.179
ALG10B	3.502
ALG11	0.631
ALG12	3.43
ALG13	2.64
ALG13-AS1	
ALG14	2.269
ALG1L2	0.518
ALG1L5P	2.911
ALG1L6P	1.928
ALG1L8P	1.378
ALG2	1.68
ALG3	0.937
ALG3P1	1.37
ALG5	2.139
ALG6	3.442
ALG8	0.709
ALG9	3.059
ALG9-IT1	0.696
ALK	5.092
ALKBH1	2.024
ALKBH2	1.278
ALKBH3	2.84
ALKBH3-AS1	2.84
ALKBH4	1.02
ALKBH5	4.488
ALKBH6	1.119
ALKBH7	1.93
ALKBH8	1.656
ALLC	3.111
ALMS1	2.504
ALMS1-IT1	-0.631
ALMS1P	2.897
ALOX12	1.689
ALOX12B	1.381
ALOX12P1	2.211
ALOX12P2	3.13
ALOX15	3.589
ALOX15B	1.837
ALOX15P2	2.21
ALOX5	1.745
ALOX5AP	2.312
ALOXE3	1.94
ALPI	1.509
ALPK1	1.98
ALPK2	5.717
ALPK3	1.751
ALPL	2.589
ALPP	0.795
ALPPL2	0.899
ALS2	3.616
ALS2CL	1.817
ALS2CR11	2.031
ALS2CR12	1.575
ALX1	3.285
ALX3	1.626
ALX4	2.415
ALYREF	1.304
AMACR	2.216
AMBN	2.79
AMBP	2.537
AMBRA1	1.961
AMD1	2.931
AMD1P1	3.318
AMDHD1	1.542
AMDHD2	0.825
AMELX	0.669
AMER1	1.205
AMER2	1.525
AMER2-AS1	2.065
AMER3	
AMFR	2.552
AMH	1.102
AMHR2	0.908
AMICA1	3.594
AMIGO1	2.017
AMIGO2	2.674
AMIGO3	0.023
AMMECR1	2.462
AMMECR1-IT1	0.232
AMMECR1L	1.966
AMMECR1LP1	
AMN	1.597
AMN1	1.817
AMOT	1.939
AMOTL1	3.163
AMOTL2	2.094
AMPD1	1.339
AMPD2	1.758
AMPD3	2.746
AMPH	3.879
AMT	
AMTN	2.461
AMY1C	1.782
AMY2A	
AMY2B	
AMYP1	
AMZ1	2.149
AMZ2	1.663
AMZ2P1	1.452
AMZ2P2	-0.153
ANAPC1	4.428
ANAPC10	1.576
ANAPC10P1	
ANAPC11	2.175
ANAPC13	0.896
ANAPC15	1.47
ANAPC16	3.659
ANAPC1P1	
ANAPC2	2.964
ANAPC4	3.971
ANAPC5	3.962
ANAPC7	1.207
ANG	
ANGEL1	2.747
ANGEL2	2.445
ANGPT1	4.638
ANGPT2	3.0
ANGPT4	2.714
ANGPTL1	0.134
ANGPTL2	1.301
ANGPTL3	
ANGPTL4	1.183
ANGPTL5	1.897
ANGPTL6	3.039
ANGPTL7	2.09
ANHX	2.883
ANK1	3.294
ANK2	6.522
ANK3	4.768
ANKAR	4.05
ANKDD1A	1.326
ANKDD1B	2.469
ANKEF1	2.813
ANKFN1	5.606
ANKFY1	1.022
ANKH	2.458
ANKHD1	4.67
ANKHD1-EIF4EBP3	4.67
ANKIB1	
ANKK1	0.954
ANKLE1	1.062
ANKLE2	2.029
ANKMY1	4.358
ANKMY2	1.641
ANKRA2	2.278
ANKRD1	1.904
ANKRD10	1.88
ANKRD10-IT1	0.439
ANKRD11	2.703
ANKRD12	1.889
ANKRD13A	2.133
ANKRD13B	1.753
ANKRD13C	2.825
ANKRD13D	2.461
ANKRD16	2.574
ANKRD17	2.007
ANKRD18A	3.241
ANKRD18B	1.4
ANKRD18CP	1.609
ANKRD18EP	0.193
ANKRD19P	2.089
ANKRD2	1.652
ANKRD20A10P	0.669
ANKRD20A19P	2.338
ANKRD20A2	
ANKRD20A3	
ANKRD20A4	
ANKRD20A5P	
ANKRD20A7P	
ANKRD20A8P	
ANKRD22	1.985
ANKRD23	1.737
ANKRD24	2.353
ANKRD26	2.08
ANKRD26P1	
ANKRD26P2	1.377
ANKRD26P3	2.368
ANKRD26P4	1.529
ANKRD27	2.538
ANKRD28	1.891
ANKRD29	2.673
ANKRD30A	2.465
ANKRD30B	1.591
ANKRD30BP1	
ANKRD30BP3	1.241
ANKRD31	3.045
ANKRD32	2.011
ANKRD33	2.93
ANKRD33B	2.717
ANKRD33B-AS1	1.069
ANKRD34A	
ANKRD34B	2.25
ANKRD34C	1.745
ANKRD35	1.676
ANKRD36	1.73
ANKRD36BP1	1.829
ANKRD36BP2	
ANKRD36C	2.63
ANKRD37	1.014
ANKRD39	1.737
ANKRD40	0.844
ANKRD42	3.548
ANKRD44	4.521
ANKRD44-IT1	2.05
ANKRD45	1.503
ANKRD46	2.531
ANKRD49	1.097
ANKRD50	2.468
ANKRD52	1.003
ANKRD53	1.637
ANKRD54	1.501
ANKRD54P1	0.715
ANKRD55	2.526
ANKRD6	2.11
ANKRD60	2.824
ANKRD61	0.19
ANKRD62	3.547
ANKRD63	-0.522
ANKRD65	2.58
ANKRD66	2.669
ANKRD7	1.963
ANKRD9	1.521
ANKS1A	5.279
ANKS1B	4.213
ANKS3	2.785
ANKS4B	2.69
ANKS6	1.751
ANKUB1	2.824
ANKZF1	2.938
ANLN	3.071
ANO1	2.403
ANO1-AS1	-0.636
ANO1-AS2	1.606
ANO10	2.275
ANO2	3.939
ANO3	4.944
ANO4	4.241
ANO5	3.383
ANO6	2.707
ANO7	1.993
ANO7P1	1.522
ANO8	2.596
ANO9	2.355
ANP32A	
ANP32AP1	2.027
ANP32B	1.285
ANP32BP1	1.405
ANP32BP2	2.075
ANP32BP3	1.606
ANP32C	-0.508
ANP32D	1.407
ANP32E	3.516
ANPEP	4.327
ANTXR1	4.483
ANTXR2	3.749
ANXA1	2.217
ANXA10	2.118
ANXA11	1.351
ANXA13	3.952
ANXA2	4.953
ANXA2P1	-0.722
ANXA2P2	1.56
ANXA2P3	4.578
ANXA2R	1.146
ANXA3	1.745
ANXA4	2.622
ANXA5	2.792
ANXA6	1.75
ANXA7	1.46
ANXA8L1	
ANXA9	1.471
AOAH	1.701
AOAH-IT1	-0.133
AOC1	2.85
AOC2	1.719
AOC3	1.302
AOC4P	1.961
AOX1	3.806
AOX2P	3.944
AOX3P	2.9
AP000146.2	2.106
AP000221.1	2.232
AP000226.9	0.566
AP000230.1	2.067
AP000233.3	2.078
AP000233.4	2.923
AP000235.2	5.651
AP000235.3	1.762
AP000240.9	-1.12
AP000244.1	1.397
AP000244.11	2.852
AP000251.3	1.406
AP000253.1	2.034
AP000254.8	-0.754
AP000255.6	1.889
AP000261.1	-0.219
AP000265.1	4.184
AP000266.7	1.5
AP000275.64	1.547
AP000275.65	3.57
AP000281.1	
AP000281.2	1.263
AP000282.2	2.804
AP000282.3	0.033
AP000289.6	2.101
AP000290.7	1.576
AP000295.10	1.699
AP000295.9	1.472
AP000301.1	
AP000302.58	0.808
AP000304.1	-0.658
AP000304.12	3.272
AP000318.2	2.701
AP000320.6	4.287
AP000320.7	2.701
AP000322.53	1.53
AP000322.54	0.981
AP000330.8	2.005
AP000344.3	3.254
AP000345.1	2.881
AP000345.2	1.706
AP000345.4	2.993
AP000347.2	1.148
AP000349.1	0.662
AP000350.10	5.016
AP000350.4	1.513
AP000351.13	1.89
AP000354.4	0.411
AP000355.2	0.835
AP000356.2	1.003
AP000357.4	1.422
AP000358.5	1.458
AP000361.2	2.086
AP000362.1	1.833
AP000402.3	3.455
AP000403.3	1.461
AP000431.1	3.378
AP000431.2	2.646
AP000432.2	6.706
AP000436.4	1.056
AP000438.2	1.482
AP000438.4	-1.916
AP000439.1	2.968
AP000439.2	2.132
AP000439.3	2.618
AP000439.5	2.421
AP000442.1	2.176
AP000442.4	1.838
AP000445.1	1.512
AP000445.2	1.493
AP000459.4	2.956
AP000459.7	3.511
AP000462.1	-0.713
AP000462.2	2.211
AP000462.3	1.646
AP000469.2	2.408
AP000470.2	2.685
AP000472.2	1.811
AP000472.3	2.79
AP000473.5	5.17
AP000473.6	1.767
AP000473.8	3.447
AP000474.1	5.083
AP000475.2	2.692
AP000476.1	6.944
AP000477.2	-0.094
AP000477.3	1.575
AP000478.1	1.931
AP000479.1	2.724
AP000487.4	
AP000487.5	4.01
AP000487.6	1.793
AP000525.10	
AP000525.9	
AP000563.2	1.465
AP000567.27	1.61
AP000568.2	-0.204
AP000569.9	
AP000580.1	
AP000593.6	3.569
AP000593.7	-1.778
AP000619.5	1.023
AP000619.6	2.279
AP000620.1	1.86
AP000640.10	0.723
AP000640.2	2.235
AP000641.1	1.077
AP000647.3	0.419
AP000654.4	1.507
AP000654.5	-0.685
AP000662.4	1.146
AP000662.9	
AP000679.2	0.629
AP000688.1	1.852
AP000688.11	1.455
AP000688.14	1.698
AP000688.15	0.776
AP000688.29	1.385
AP000688.8	1.317
AP000692.10	2.001
AP000692.9	0.467
AP000695.1	3.545
AP000695.4	5.032
AP000695.6	3.156
AP000696.2	2.938
AP000697.6	3.766
AP000704.5	1.422
AP000705.6	0.875
AP000705.7	5.676
AP000705.8	1.41
AP000708.1	1.112
AP000721.4	1.752
AP000745.1	0.576
AP000758.1	
AP000765.1	1.513
AP000769.1	1.832
AP000769.7	
AP000769.8	1.475
AP000770.1	2.497
AP000781.1	
AP000783.1	1.703
AP000797.1	2.458
AP000797.2	2.442
AP000797.3	2.496
AP000797.4	5.272
AP000807.1	0.828
AP000807.2	1.439
AP000855.4	2.109
AP000857.2	-1.718
AP000857.3	1.228
AP000859.4	
AP000860.2	1.715
AP000866.1	2.76
AP000868.1	2.115
AP000889.1	1.332
AP000889.2	
AP000889.3	1.129
AP000892.4	1.407
AP000892.8	-1.076
AP000925.2	-0.534
AP000936.1	-0.725
AP000936.2	0.332
AP000936.4	1.813
AP000936.5	1.575
AP000946.2	5.149
AP000949.1	1.887
AP000959.2	2.198
AP000962.2	1.97
AP000974.1	1.824
AP000997.1	0.451
AP000997.2	1.27
AP000998.2	2.806
AP001007.1	1.456
AP001024.1	0.634
AP001024.2	1.173
AP001029.1	
AP001032.1	1.609
AP001042.1	1.5
AP001043.1	1.573
AP001044.2	0.193
AP001046.5	2.328
AP001046.6	2.264
AP001048.4	0.869
AP001053.11	2.47
AP001055.1	2.842
AP001055.6	1.91
AP001056.1	1.616
AP001057.1	2.809
AP001058.3	2.868
AP001059.5	0.016
AP001062.1	
AP001062.7	1.83
AP001062.8	0.338
AP001062.9	1.688
AP001063.1	1.273
AP001065.15	0.765
AP001065.2	1.265
AP001065.7	1.787
AP001069.1	0.917
AP001092.4	0.618
AP001094.1	-0.314
AP001136.2	1.064
AP001137.1	-0.816
AP001171.1	2.994
AP001172.2	2.68
AP001172.3	0.079
AP001178.1	
AP001187.1	0.635
AP001187.11	0.166
AP001189.4	1.589
AP001205.1	
AP001255.2	4.997
AP001257.1	1.405
AP001258.4	0.474
AP001258.5	
AP001266.1	0.487
AP001271.3	
AP001282.1	
AP001324.1	0.235
AP001331.1	1.927
AP001340.1	2.18
AP001342.1	-0.073
AP001347.6	1.651
AP001350.1	
AP001362.1	0.544
AP001372.2	1.897
AP001412.1	1.452
AP001421.1	-0.811
AP001422.3	2.478
AP001425.14	2.23
AP001427.1	-0.23
AP001429.1	0.674
AP001432.14	1.558
AP001434.2	-0.129
AP001437.1	4.37
AP001439.2	1.183
AP001442.2	1.342
AP001462.6	1.747
AP001465.5	2.35
AP001468.1	0.785
AP001468.58	1.01
AP001469.5	0.768
AP001469.7	0.552
AP001469.9	0.297
AP001471.1	1.832
AP001476.2	2.462
AP001476.3	1.849
AP001476.4	2.105
AP001482.1	2.177
AP001505.9	2.633
AP001525.1	1.465
AP001537.1	-0.177
AP001579.1	-0.544
AP001595.1	2.212
AP001596.6	2.924
AP001597.1	2.924
AP001601.2	2.176
AP001604.3	2.347
AP001605.4	2.244
AP001607.1	2.847
AP001610.5	0.999
AP001610.9	1.71
AP001615.9	-0.025
AP001619.2	-0.8
AP001619.3	0.715
AP001623.1	2.22
AP001625.4	-0.059
AP001625.5	0.364
AP001625.6	0.983
AP001626.1	2.35
AP001626.2	1.342
AP001627.1	1.868
AP001628.6	1.762
AP001628.7	3.326
AP001630.5	1.338
AP001631.1	1.745
AP001631.10	1.348
AP001631.9	2.063
AP001634.1	
AP001816.1	1.726
AP001877.1	-0.686
AP001885.1	-0.467
AP001888.1	1.545
AP001891.1	3.112
AP001925.1	-0.575
AP002348.1	0.956
AP002353.1	1.626
AP002364.1	-0.547
AP002381.2	2.18
AP002387.1	2.873
AP002414.1	2.575
AP002498.1	
AP002517.1	-0.549
AP002530.2	3.76
AP002761.1	-0.656
AP002806.1	2.541
AP002833.1	-0.953
AP002856.4	2.976
AP002856.5	5.738
AP002856.6	2.753
AP002856.7	2.069
AP002884.2	0.046
AP002884.3	
AP002954.3	
AP002954.4	1.983
AP002954.6	1.539
AP002956.1	0.068
AP002958.1	2.197
AP003025.2	2.871
AP003026.1	
AP003027.1	1.333
AP003039.3	
AP003041.1	
AP003041.2	4.068
AP003062.1	2.21
AP003068.12	
AP003068.17	1.017
AP003068.18	0.904
AP003068.23	1.403
AP003068.6	0.203
AP003068.9	-0.675
AP003096.1	2.936
AP003356.1	1.578
AP003385.2	1.147
AP003419.11	2.536
AP003419.16	1.921
AP003471.1	
AP003471.2	
AP003550.1	1.815
AP003733.1	2.507
AP003774.1	0.495
AP003774.4	1.585
AP003774.5	0.898
AP003774.6	1.146
AP004242.1	-1.226
AP004289.1	0.156
AP004289.2	
AP004290.1	
AP004372.1	1.663
AP004550.1	2.313
AP005019.3	1.994
AP005019.4	3.856
AP005118.1	-0.616
AP005227.1	-0.2
AP005271.1	2.069
AP005273.1	2.854
AP005482.1	1.686
AP005718.1	0.25
AP006216.10	-0.322
AP006216.11	0.254
AP006216.12	2.62
AP006216.5	2.091
AP006285.1	1.523
AP006285.6	2.009
AP006285.7	2.4
AP006288.1	1.349
AP006547.3	1.92
AP006621.1	0.255
AP006621.5	1.358
AP006621.6	
AP006621.8	1.308
AP006621.9	1.543
AP006748.1	1.779
AP1AR	2.522
AP1B1	2.881
AP1B1P1	1.594
AP1B1P2	1.516
AP1G1	2.661
AP1G2	
AP1M1	3.396
AP1M2	0.632
AP1S1	2.649
AP1S2	0.986
AP1S3	4.051
AP2A1	2.801
AP2A2	4.407
AP2B1	3.581
AP2M1	1.271
AP2S1	1.561
AP3B1	2.717
AP3B2	0.884
AP3D1	3.862
AP3M1	0.969
AP3M2	1.771
AP3S1	1.46
AP3S2	2.886
AP4B1	1.539
AP4B1-AS1	1.749
AP4E1	1.764
AP4M1	3.649
AP4S1	2.123
AP5B1	1.768
AP5M1	1.307
AP5S1	4.534
AP5Z1	2.642
APAF1	2.778
APBA1	3.831
APBA2	4.602
APBA3	0.935
APBB1	
APBB1IP	2.485
APBB2	3.853
APBB3	1.606
APC	2.837
APC2	2.67
APCDD1	2.534
APCDD1L	1.918
APCDD1L-AS1	3.521
APCS	0.983
APEH	0.009
APEX1	0.182
APEX2	1.137
APH1A	0.401
APH1B	1.454
API5	1.959
API5P1	2.016
API5P2	0.589
APIP	1.827
APITD1	1.435
APITD1-CORT	1.435
APLF	1.482
APLN	2.974
APLNR	1.047
APLP1	0.654
APLP2	4.907
APMAP	4.059
APOA1	3.051
APOA1BP	0.809
APOA2	0.615
APOA4	2.322
APOA5	2.8
APOB	2.01
APOBEC1	2.982
APOBEC2	1.723
APOBEC3AP1	0.936
APOBEC4	2.872
APOBR	1.904
APOC1	2.269
APOC1P1	1.479
APOC2	5.934
APOC3	2.591
APOC4	5.934
APOC4-APOC2	5.934
APOD	3.272
APOE	0.681
APOF	1.591
APOH	2.092
APOL1	1.196
APOL2	2.388
APOL3	2.522
APOL4	1.715
APOL5	1.776
APOL6	2.434
APOLD1	4.536
APOM	3.292
APOO	2.02
APOOL	1.816
APOOP1	0.777
APOOP2	3.453
APOOP3	1.119
APOOP4	1.297
APOOP5	3.142
APOPT1	1.36
APP	2.284
APPBP2	4.722
APPL1	1.6
APPL2	2.012
APRT	1.061
APTX	2.418
AQP1	3.829
AQP10	2.168
AQP11	0.839
AQP12A	1.1
AQP12B	1.974
AQP2	1.787
AQP3	3.176
AQP4	2.04
AQP4-AS1	2.785
AQP5	1.037
AQP6	2.812
AQP7	1.346
AQP7P2	
AQP7P3	
AQP8	2.066
AQP9	2.098
AQPEP	5.27
AQR	4.988
AR	2.339
ARAF	1.889
ARAP1	1.276
ARAP1-AS1	1.276
ARAP1-AS2	1.235
ARAP2	4.524
ARAP3	2.429
ARC	1.788
ARCN1	1.116
AREG	2.808
AREGB	1.455
AREL1	1.347
ARF1	0.871
ARF1P1	1.661
ARF1P2	
ARF1P3	
ARF3	1.737
ARF4	2.448
ARF4P2	1.261
ARF4P3	-0.401
ARF4P4	1.9
ARF5	0.828
ARF6	1.91
ARFGAP1	0.814
ARFGAP2	3.122
ARFGAP3	1.42
ARFGEF1	1.701
ARFGEF2	2.175
ARFIP1	2.858
ARFIP2	0.247
ARFRP1	0.586
ARG1	1.914
ARG2	1.338
ARGFX	2.477
ARGFXP1	1.274
ARGFXP2	-0.043
ARGLU1	2.277
ARHGAP1	1.622
ARHGAP10	4.326
ARHGAP11A	
ARHGAP11B	1.009
ARHGAP12	2.256
ARHGAP15	3.946
ARHGAP17	1.696
ARHGAP18	3.899
ARHGAP19	4.176
ARHGAP19-SLIT1	4.176
ARHGAP20	4.797
ARHGAP21	2.466
ARHGAP22	3.608
ARHGAP22-IT1	1.286
ARHGAP23	2.991
ARHGAP23P1	
ARHGAP24	3.675
ARHGAP25	2.59
ARHGAP26	4.69
ARHGAP26-AS1	3.539
ARHGAP26-IT1	0.521
ARHGAP27	2.158
ARHGAP28	6.254
ARHGAP29	1.457
ARHGAP30	1.668
ARHGAP31	4.258
ARHGAP31-AS1	1.049
ARHGAP32	4.226
ARHGAP33	2.769
ARHGAP35	1.985
ARHGAP36	2.131
ARHGAP39	3.45
ARHGAP4	1.921
ARHGAP40	2.593
ARHGAP42	3.343
ARHGAP44	3.062
ARHGAP5	5.004
ARHGAP5-AS1	1.123
ARHGAP6	2.614
ARHGAP8	5.6
ARHGAP9	3.267
ARHGDIA	1.782
ARHGDIB	1.291
ARHGDIG	3.122
ARHGEF1	2.45
ARHGEF10	3.426
ARHGEF10L	2.337
ARHGEF11	2.207
ARHGEF12	1.863
ARHGEF15	1.298
ARHGEF16	4.833
ARHGEF17	1.784
ARHGEF18	2.432
ARHGEF19	1.807
ARHGEF19-AS1	1.807
ARHGEF2	2.917
ARHGEF25	-1.296
ARHGEF26	2.376
ARHGEF26-AS1	1.947
ARHGEF28	6.803
ARHGEF3	2.666
ARHGEF3-AS1	1.202
ARHGEF33	3.058
ARHGEF35	2.773
